Conversation,Owner,File
ice50_trig19_rachni_encounter_dlg,Not found,BIOA_ICE50_04_DSG
ice00_popup_text_dlg,VIMira_StaticInt_Type,BIOA_ICE50_08_DSG
ice00_popup_text_dlg,ComputerConsole_Int_Type,BIOA_ICE50_08_DSG
ice50_mira_dlg,ice_hmf_mira,BIOA_ICE50_08_DSG
ice50_trig09_coolant_clue_dlg,Not found,BIOA_ICE50_08_DSG
ice20_rafaelvargas_dlg,ice20_rafaelvargas,BIOA_ICE20_08_DSG
ice20_mallenecalis_dlg,ice20_mallenecalis,BIOA_ICE20_08_DSG
ice20_amb_interview_human_dlg,ice20_ambient_intervieweemale,BIOA_ICE20_08_DSG
ice20_amb_interview_salarian_dlg,ice20_ambient_interviewee_salarian,BIOA_ICE20_08_DSG
ice20_ambient_business_male_1_dlg,ice_hmm_businessman,BIOA_ICE20_08_DSG
ice20_ambient_hotel_doorman_dlg,ice_hmm_doorman,BIOA_ICE20_08_DSG
ice20_giannaparasini_dlg,ice20_giannaparasini,BIOA_ICE20_08_DSG
ice20_inamorda_dlg,ice20_inamorda,BIOA_ICE20_08_DSG
ice50_trig10_mira_bsod_dlg,Invisible_Type,BIOA_ICE50_06_DSG
ice20_lorikquiin_dlg,ice20_lorikquiin,BIOA_ICE20_08_DSG
ice50_trig04_mira_off_dlg,Not found,BIOA_ICE50_06_DSG
ice00_popup_text_dlg,PowerJunction_Int_Type,BIOA_ICE20_08_DSG
ice50_mira_dlg,ice_hmf_mira,BIOA_ICE50_06_DSG
ice00_popup_text_dlg,Not found,BIOA_ICE50_06_DSG
ice00_popup_text_dlg,Not found,BIOA_ICE50_06_DSG
ice00_popup_text_dlg,Not found,BIOA_ICE50_06_DSG
ice00_popup_text_dlg,Not found,BIOA_ICE50_06_DSG
ice50_banter_00_dlg,Not found,BIOA_ICE60_00_DSG
ice00_popup_text_dlg,ComputerConsole_Int_Type,BIOA_ICE50_10_DSG
ice50_mira_dlg,ice_hmf_mira,BIOA_ICE50_10_DSG
ice00_popup_text_dlg,VIMira_StaticInt_Type,BIOA_ICE50_10_DSG
ice60_maintenance_door2_dlg,ELT_AssaultDrone,BIOA_ICE60_04_DSG
ice00_popup_text_dlg,Not found,BIOA_ICE50_12_DSG
ice50_trig15_krogan_decon_dlg,Not found,BIOA_ICE50_12_DSG
ice50_trig13_salarian_suicide_dlg,Invisible_Type,BIOA_ICE50_12_DSG
ice50_mira_dlg,ice_hmf_mira,BIOA_ICE50_12_DSG
ice60_ambient_barricade_2_dlg,ice60_ambient_barricade,BIOA_ICE60_02_DSG
ice60_julethventralis_dlg,ice60_julethventralis,BIOA_ICE60_02_DSG
ice60_trig09_assault_complete_dlg,ice60_julethventralis,BIOA_ICE60_02_DSG
ice60_talinsomaai_dlg,ice60_talinsomaai,BIOA_ICE60_07A_DSG
ice60_ambient_sick_1_dlg,ice60_ambient_sick,BIOA_ICE60_07A_DSG
ice60_ambient_sick_2_dlg,ice60_ambient_sick2,BIOA_ICE60_07A_DSG
ice60_talinsomaai_dlg,ice60_talinsomaai,BIOA_ICE60_07A_DSG
ice60_medbot_dlg,ice60_mira,BIOA_ICE60_07A_DSG
ice60_trig05_talin_frets_dlg,ice60_talinsomaai,BIOA_ICE60_07A_DSG
ice60_ambient_scientist_4_dlg,ice60_ambient_scientist,BIOA_ICE60_06_DSG
ice60_ambient_scientist_3_dlg,ice60_ambient_scientist,BIOA_ICE60_06_DSG
ice60_hanolar_dlg,ice60_hanolar,BIOA_ICE60_06_DSG
ice60_trig12_olar_execution_dlg,ice60_hanolar,BIOA_ICE60_06_DSG
ice60_hanolar_dlg,ice60_hanolar,BIOA_ICE60_06_DSG
ice60_trig11_lab_sealed_dlg,ice60_quarantine_guard,BIOA_ICE60_06_DSG
ice60_trig06_science_joke_dlg,ice60_ambient_scientist,BIOA_ICE60_06_DSG
ice60_trig10_lab_exit_dlg,Not found,BIOA_ICE60_06_DSG
ice60_quarantine_guard_dlg,ice60_quarantine_guard,BIOA_ICE60_06_DSG
ice60_palon_dlg,ice60_palon,BIOA_ICE60_07_DSG
ice60_ambient_scientist_1_dlg,ice_hmf_scientist,BIOA_ICE60_07_DSG
ice60_ambient_guard_1_dlg,ice_ercs_guard1,BIOA_ICE60_07_DSG
ice60_ambient_scientist_2_dlg,ice_hmm_scientist,BIOA_ICE60_07_DSG
ice60_ambient_guard_2_dlg,ice_ercs_guard2,BIOA_ICE60_07_DSG
ice60_alestiaiallis_dlg,ice60_alestiaiallis,BIOA_ICE60_07_DSG
ice60_petozi_dlg,ice60_petozi,BIOA_ICE60_07_DSG
ice60_palon_dlg,ice60_palon,BIOA_ICE60_07_DSG
ice50_trig22_juleth_ambush_dlg,ice60_julethventralis,BIOA_ICE60_07_DSG
ice60_trig04_lab_ambush_dlg,ice60_alestiaiallis,BIOA_ICE60_10_DSG
ice00_popup_text_dlg,Not found,BIOA_ICE20_03_PLC
ice70_tartakovsky_dlg,ice70_tartakovsky,BIOA_ICE60_14_DSG
ice70_mira_dlg,ice70_mira,BIOA_ICE60_14_DSG
ice20_trig06_insights_closed_dlg,Console_Elevator_Summon,BIOA_ICE20_05_PLC
ice60_matriarch_dlg,ice60_matriarch,BIOA_ICE60_12_DSG
ice60_matriarch_dlg,ice60_matriarch,BIOA_ICE60_12_DSG
ice60_matriarch_dlg,ice60_matriarch,BIOA_ICE60_12_DSG
ice60_rachniqueen_dlg,ice60_rachniqueen,BIOA_ICE60_12_DSG
sp_news_vids_dlg,Invisible_Type,BIOA_ICE20_02_PLC
ice00_popup_text_dlg,Console_AlwaysGreen,BIOA_ICE20_06_PLC
ice00_popup_text_dlg,Console_AlwaysGreen,BIOA_ICE20_06_PLC
ice00_popup_text_dlg,Not found,BIOA_ICE50_06_PLC
ice50_trig26_elv_reactor_dlg,ice50_mira,BIOA_ICE50_07_PLC
ice50_trig27_elv_roof_dlg,ice50_mira,BIOA_ICE50_09_PLC
ice50_trig28_elv_decon_dlg,ice50_mira,BIOA_ICE50_15_PLC
ice50_trig24_tram_60_dlg,Invisible_Type,BIOA_ICE50_13_PLC
ice60_trig08_tram_dlg,Invisible_Type,BIOA_ICE50_13_PLC
ice50_trig24_tram_60_dlg,Invisible_Type,BIOA_ICE50_13_PLC
ice60_trig08_tram_dlg,Invisible_Type,BIOA_ICE50_13_PLC
ice00_popup_text_dlg,Console_ScriptLocked,BIOA_ICE60_03_PLC
ice00_popup_text_dlg,ice60_maintenancedoor,BIOA_ICE60_06_PLC
ice00_popup_text_dlg,Console_ScriptLocked,BIOA_ICE60_06_PLC
ice60_maintenance_door2_dlg,Console_Elevator_Summon,BIOA_ICE60_11_PLC
ice00_popup_text_dlg,Console_Elevator_Summon,BIOA_ICE60_13_PLC
ice00_popup_text_dlg,Console_Elevator_Summon,BIOA_ICE60_13_PLC
ice00_popup_text_dlg,Console_Elevator_Summon,BIOA_ICE60_13_PLC
unc_banter_00_dlg,Not found,BIOA_JUG20_00_DSG
jug20_trigger_dlg,hench_pilot20_01,BIOA_JUG20_01_DSG
jug40_banter_00_dlg,Not found,BIOA_JUG40_00_DSG
jug40_kirrahe_checksin_dlg,jug20_sal_captainkirrahe,BIOA_JUG40_01_DSG
jug70_banter_00_dlg,Not found,BIOA_JUG70_00_DSG
jug20_amb_aaateam1_dlg,Not found,BIOA_JUG20_08_DSG
jug20_amb_stgop1_dlg,Not found,BIOA_JUG20_08_DSG
jug20_amb_stgop2_dlg,Not found,BIOA_JUG20_08_DSG
jug20_amb_stgop3_dlg,Not found,BIOA_JUG20_08_DSG
jug20_amb_aaateam2_dlg,Not found,BIOA_JUG20_08_DSG
jug20_amb_liara_dlg,Not found,BIOA_JUG20_08_DSG
jug20_amb_kaidan_dlg,Not found,BIOA_JUG20_08_DSG
jug20_amb_ashley_dlg,Not found,BIOA_JUG20_08_DSG
jug20_wrex_dlg,hench_krogan,BIOA_JUG20_08_DSG
jug20_amb_garrus_dlg,Not found,BIOA_JUG20_08_DSG
jug20_amb_tali_dlg,Not found,BIOA_JUG20_08_DSG
jug20_trig_wrex_killed_dlg,hench_humanfemale,BIOA_JUG20_08_DSG
jug20_sal_captainkirrahe_dlg,jug20_sal_captainkirrahe,BIOA_JUG20_08_DSG
jug20_sal_captainkirrahe_dlg,jug20_sal_captainkirrahe,BIOA_JUG20_08_DSG
jug20_sal_captainkirrahe_dlg,jug20_sal_captainkirrahe,BIOA_JUG20_08_DSG
jug70_trigger_dlg,placu_basesecurity,BIOA_JUG70_03_DSG
jug20_sal_comstore_dlg,jug20_sal_comstore,BIOA_JUG20_08_DSG
jug70_slv_fanatic02_dlg,npch_Sal_Indoctrinate_Fanatics,BIOA_JUG70_07_DSG
jug70_slv_fanatic01_dlg,npch_headfanatic,BIOA_JUG70_07_DSG
jug70_slv_fanatic02_dlg,npch_Sal_Indoctrinate_Fanatics,BIOA_JUG70_07_DSG
jug70_sal_prisoner_dlg,jug70_sal_prisoner,BIOA_JUG70_05_DSG
jug70_sal_prisoner_dlg,jug70_sal_prisoner,BIOA_JUG70_05_DSG
jug70_slv_mindless04_dlg,npcn_Sal_Docile4,BIOA_JUG70_05_DSG
jug70_slv_mindless01_dlg,npcn_Sal_Docile1,BIOA_JUG70_05_DSG
jug70_slv_mindless03_dlg,npcn_Sal_Docile3,BIOA_JUG70_05_DSG
jug70_slv_mindless02_dlg,npcn_Sal_Docile2,BIOA_JUG70_05_DSG
jug70_trigger_dlg,console_Security_Sewers,BIOA_JUG70_08_DSG
jug70_sal_psyrana_dlg,jug70_sal_psyrana,BIOA_JUG70_15_DSG
jug70_sovereign_dlg,Sovereign,BIOA_JUG70_14_DSG
jug70_sovereign_dlg,Not found,BIOA_JUG70_14_DSG
jug70_sovereign_dlg,Sovereign,BIOA_JUG70_14_DSG
jug70_banter_00_dlg,Not found,BIOA_JUG80_00_DSG
jug80_choice_dlg,jug80choice_kaiden,BIOA_JUG80_08_DSG
jug80_trigger_dlg,Not found,BIOA_JUG80_07_DSG
jug80_saren_dlg,jug80_saren,BIOA_JUG80_07_DSG
jug80_saren_dlg,jug80_saren,BIOA_JUG80_13_DSG
lav70_banter_00_dlg,Not found,BIOA_LAV60_00_DSG
lav70_trig04_elevator_ride_dlg,hench_asari,BIOA_LAV70_00_DSG
lav70_trig02_mining_laser_dlg,codex,BIOA_LAV70_00_DSG
unc_banter_00_dlg,Not found,BIOA_LAV70_00_DSG
lav70_banter_00_dlg,Not found,BIOA_LAV70_00_DSG
lav70_trig03_krogan_boss_dlg,lav70_kroganboss,BIOA_LAV70_08_DSG
lav70_asariscientist_dlg,hench_asari,BIOA_LAV70_07_DSG
lav70_asariscientist_dlg,hench_asari,BIOA_LAV70_06_DSG
lav70_trig04_elevator_ride_dlg,hench_asari,BIOA_LAV70_00_PLC
los40_trig_a_dlg,Codex,BIOA_LOS40_01_DSG
los40_trig_b_dlg,Codex,BIOA_LOS40_02_DSG
los40_trig_c_dlg,Codex,BIOA_LOS40_04_DSG
los30_armatures_active_dlg,Codex,BIOA_LOS30_01_DSG
los30_trig_bc_dlg,Codex,BIOA_LOS30_01_DSG
los30_trig_armature_dlg,Codex,BIOA_LOS30_01_DSG
los30_trig_d_dlg,Codex,BIOA_LOS30_01_DSG
los30_watcher_dlg,los30_watcher,BIOA_LOS30_01_DSG
los30_security_system_done_dlg,los30_watcher,BIOA_LOS30_01_DSG
los30_trig_a_dlg,Codex,BIOA_LOS30_01_DSG
los40_watcher_dlg,los40_watcher,BIOA_LOS40_05_DSG
los50_conduit_crash_dlg,test_codex,BIOA_LOS50_06_DSG
los50_conduit_dlg,Codex,BIOA_LOS50_06_DSG
los10_trig_door00_dlg,LOS40_MyAssembly01,BIOA_LOS40_01_PLC
los10_trig_door03_dlg,Not found,BIOA_LOS40_01_PLC
los30_security_system_start_dlg,Not found,BIOA_LOS10_11_PLC
not found,Not found,BIOA_NOR10_00_DS1
sp_news_vids_dlg,Not found,BIOA_LOS40_05_PLC
nor10_joker_dlg,hench_pilot,BIOA_NOR10_01_DS1
nor10_kaiden_dlg,Not found,BIOA_NOR10_01_DS1
nor10_joker_dlg,hench_pilot,BIOA_NOR10_01_DS1
nor10_engineer_dlg,Not found,BIOA_NOR10_12_DS1
nor00_popup_text_dlg,placu_galaxyMap,BIOA_NOR10_03_DS1
nor10_doctor_dlg,nor10_doctor,BIOA_NOR10_03_DS1
nor10_navigator_dlg,nor10_navigator,BIOA_NOR10_03_DS1
nor10_jenkins_dlg,nor10_jenkins,BIOA_NOR10_03_DS1
nor10_ambient_02_dlg,nor10_doctor,BIOA_NOR10_03_DS1
nor10_ambient_01_dlg,nor10_navigator,BIOA_NOR10_03_DS1
nor10_comm_room_dlg,nor10_nihlus,BIOA_NOR10_04_DS1
nor10_captain_dlg,nor10_captain,BIOA_NOR10_04_DS1
nor10_landing_bay_dlg,nor10_captain,BIOA_NOR10_11_DS1
nor20_ilos_approach_dlg,hench_pilot,BIOA_NOR10_01_DS2
nor20_leaving_oculon_dlg,shepard,BIOA_NOR10_01PATTON_DSG
cha00_asari_liara_dlg,hench_asari_nkd,BIOA_NOR10_09LIARA_DS2
cha00_asari_liara_dlg,hench_asari,BIOA_NOR10_09LIARA_DS2
nor10_joker_dlg,hench_pilot,BIOA_NOR10_01_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_01_DSG
cha00_humanfemale_ashley_dlg,hench_humanFemale_nkd,BIOA_NOR10_09ASHLEY_DS2
cha00_humanfemale_ashley_dlg,hench_humanfemale,BIOA_NOR10_09ASHLEY_DS2
cha00_humanmale_kaidan_dlg,hench_humanmale_nkd,BIOA_NOR10_09KAIDAN_DS2
cha00_humanmale_kaidan_dlg,hench_humanmale,BIOA_NOR10_09KAIDAN_DS2
nor20_start_kaidan_dlg,hench_humanmale,BIOA_NOR10_06A_DSG
nor20_virmire_open_dlg,nor20_asari_councilor,BIOA_NOR10_04_DSG
nor20_trig03_callhome_dlg,nor20_hannahsheppard,BIOA_NOR10_04_DSG
nor20_caleston_done_dlg,hench_asari,BIOA_NOR10_04A_DSG
nor20_caleston_done_dlg,hench_asari,BIOA_NOR10_04A_DSG
nor20_caleston_report_dlg,nor20_asari_councilor,BIOA_NOR10_04A_DSG
nor20_feros_done_dlg,hench_asari,BIOA_NOR10_04A_DSG
nor20_feros_done_dlg,hench_asari,BIOA_NOR10_04A_DSG
nor20_feros_report_dlg,nor20_asari_councilor,BIOA_NOR10_04A_DSG
nor20_confrontation_dlg,hench_asari,BIOA_NOR10_04A_DSG
nor20_confrontation_dlg,hench_asari,BIOA_NOR10_04A_DSG
nor20_confrontation_dlg,hench_humanfemale,BIOA_NOR10_04A_DSG
nor20_confrontation_dlg,hench_humanmale,BIOA_NOR10_04A_DSG
nor20_noveria_done_dlg,hench_asari,BIOA_NOR10_04A_DSG
nor20_noveria_report_dlg,nor20_asari_councilor,BIOA_NOR10_04A_DSG
nor20_virmire_done_dlg,hench_asari,BIOA_NOR10_04A_DSG
nor20_virmire_done_dlg,hench_asari,BIOA_NOR10_04A_DSG
nor20_virmire_report_dlg,nor20_asari_councilor,BIOA_NOR10_04A_DSG
nor00_popup_text_dlg,placu_galaxyMap,BIOA_NOR10_03_DSG
sp120_transmission_dlg,plac_transmissions,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
sp125_transmission_dlg,plac_transmissions,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
sp126_transmission_dlg,plac_transmissions,BIOA_NOR10_03_DSG
sp111_transmission_dlg,plac_transmissions,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
nor20_virmire_open_dlg,hench_pilot,BIOA_NOR10_03_DSG
sp119_transmission_dlg,plac_transmissions,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
sp124_shadow_broker_dlg,plac_transmissions,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
nor20_ilos_open_dlg,hench_pilot,BIOA_NOR10_03_DSG
nor20_trig01_4estate_hackett_dlg,plac_transmissions,BIOA_NOR10_03_DSG
sp115_transmission_dlg,plac_transmissions,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
sp118_distress_call_dlg,Not found,BIOA_NOR10_03_DSG
sp125_transmission_dlg,Not found,BIOA_NOR10_03_DSG
sp120_transmission_dlg,Not found,BIOA_NOR10_03_DSG
sp121_hackett_dlg,Not found,BIOA_NOR10_03_DSG
sp102_transmission_dlg,Not found,BIOA_NOR10_03_DSG
sp123_kahoku_dlg,Not found,BIOA_NOR10_03_DSG
sp114_transmission_dlg,Not found,BIOA_NOR10_03_DSG
sp105_trig01_distress_dlg,Not found,BIOA_NOR10_03_DSG
sp108_diplomat_dlg,Not found,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
sp119_transmission_dlg,Not found,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
sp126_transmission_dlg,Not found,BIOA_NOR10_03_DSG
sp124_shadow_broker_dlg,Not found,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
sp111_transmission_dlg,Not found,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
nor20_joker_dlg,hench_pilot,BIOA_NOR10_03_DSG
sp122_distress_dlg,hench_pilot,BIOA_NOR10_03_DSG
sp103_transmission_dlg,Not found,BIOA_NOR10_03_DSG
sp110_distress_call_dlg,hench_pilot,BIOA_NOR10_03_DSG
nor10_navigator_dlg,nor10_navigator,BIOA_NOR10_03_DSG
nor10_navigator_dlg,nor10_navigator,BIOA_NOR10_03_DSG
cha00_humanmale_kaidan_dlg,hench_humanmale_dining,BIOA_NOR10_06KAIDAN_DSG
nor20_empty_locker_dlg,hench_pilot,BIOA_NOR10_06LOCKER_DSG
nor20_empty_locker_dlg,hench_pilot,BIOA_NOR10_06LOCKERA_DSG
cha00_humanfemale_ashley_dlg,hench_humanfemale,BIOA_NOR10_06LOCKERA_DSG
nor10_kaiden_dlg,hench_humanmale,BIOA_NOR10_06WAKE_DSG
nor10_doctor_dlg,nor10_doctor,BIOA_NOR10_06WAKE_DSG
nor10_kaiden_dlg,hench_humanmale,BIOA_NOR10_06WAKE_DSG
nor10_ash_dlg,hench_humanfemale,BIOA_NOR10_06WAKE_DSG
nor10_ash_dlg,hench_humanfemale,BIOA_NOR10_06WAKE_DSG
nor20_empty_locker_dlg,hench_pilot,BIOA_NOR10_06LOCKERL_DSG
cha00_asari_liara_dlg,hench_asari,BIOA_NOR10_06LOCKERL_DSG
nor10_doctor_dlg,nor10_doctor,BIOA_NOR10_07_DSG
nor10_oculon_approach_dlg,nor10_captain,BIOA_NOR10_07WAKE_DSG
nor10_oculon_approach_dlg,nor10_captain,BIOA_NOR10_07WAKE_DSG
nor20_start_liara_dlg,hench_asari,BIOA_NOR10_08_DSG
nor20_empty_locker_dlg,hench_pilot,BIOA_NOR10_06LOCKERK_DSG
cha00_humanmale_kaidan_dlg,hench_humanmale,BIOA_NOR10_06LOCKERK_DSG
cha00_asari_liara_dlg,hench_asari_storage,BIOA_NOR10_08LIARA_DSG
cha00_quarian_tali_dlg,hench_quarian_engineering,BIOA_NOR10_12TALI_DSG
nor10_engineer_dlg,nor10_engineer,BIOA_NOR10_12_DSG
cha00_humanfemale_ashley_dlg,hench_humanfemale_garage,BIOA_NOR10_11ASH_DSG
cha00_krogan_wrex_dlg,hench_krogan,BIOA_NOR10_11_DSG
nor20_req_officer_dlg,Not found,BIOA_NOR10_11_DSG
nor20_sal_captainkirrahe_dlg,nor20_sal_captainkirrahe,BIOA_NOR10_11_DSG
nor20_sal_comstore_dlg,nor20_sal_comstore,BIOA_NOR10_11_DSG
cha00_turian_garrus_dlg,hench_turian,BIOA_NOR10_11_DSG
pro10_banter_00_dlg,Not found,BIOA_PRO10_00_DSG
pro10_banter_01_dlg,Not found,BIOA_PRO10_00_DSG
pro10_banter_02_dlg,Not found,BIOA_PRO10_00_DSG
cha00_banter_ques_dlg,Not found,BIOA_PRO10_00_DSG
cha00_banter_ques_dlg,Not found,BIOA_PRO10_00_DSG
pro10_banter_00_dlg,hench_jenkins,BIOA_PRO10_00_DSG
pro10_trigger_04_captain_dead_dlg,hench_humanmale,BIOA_PRO10_02_DSG
pro10_trigger_08_probe_dlg,hench_humanFemale,BIOA_PRO10_06_DSG
pro10_ash_dlg,pro10_ash,BIOA_PRO10_05_DSG
pro10_headscientist_dlg,pro10_headscientist,BIOA_PRO10_07_DSG
pro10_m_scientist02_dlg,pro10_m_scientist02,BIOA_PRO10_07_DSG
pro20_cole_dlg,pro20_cole,BIOA_PRO10_08_DSG
pro20_f_farmer01_dlg,pro20_f_farmer01,BIOA_PRO10_08_DSG
pro20_m_farmer01_dlg,pro20_m_farmer01,BIOA_PRO10_08_DSG
pro20_powell_dlg,pro20_powell,BIOA_PRO10_08_DSG
pro20_powell_dlg,pro20_powell,BIOA_PRO10_08_DSG
sta20_banter_00_dlg,Not found,BIOA_STA20_00_DSG
sta00_popup_text_dlg,Keeper,BIOA_STA20_00_DSG
sta00_popup_text_dlg,Not found,BIOA_STA20_00_DSG
sta00_popup_text_dlg,Not found,BIOA_STA20_00_DSG
sta00_popup_text_dlg,Not found,BIOA_STA20_00_DSG
sta00_popup_text_dlg,Not found,BIOA_STA20_00_DSG
sta00_popup_text_dlg,Not found,BIOA_STA20_00_DSG
sta00_popup_text_dlg,Not found,BIOA_STA20_00_DSG
sta00_popup_text_dlg,Not found,BIOA_STA20_00_DSG
sta00_popup_text_dlg,Not found,BIOA_STA20_00_DSG
sta20_amb_parks_wealthy_dlg,sta20_amb_wealthy01,BIOA_STA20_02C_DSG
sta20_amb_parks_wealthy_dlg,sta20_amb_wealthy01,BIOA_STA20_02C_DSG
sta00_cab_dlg,Not found,BIOA_STA20_02C_DSG
sta00_cab_dlg,Not found,BIOA_STA20_02D_DSG
sta20_avina_stores_dlg,sta20_avina_stores,BIOA_STA20_02STATUE_DSG
sta20_banter_01_dlg,Not found,BIOA_STA20_02STATUE_DSG
cha00_banter_ques_dlg,Not found,BIOA_STA20_02STATUE_DSG
sta00_cab_dlg,Not found,BIOA_STA20_02B_DSG
sta20_banter_02_dlg,Not found,BIOA_STA20_02B_DSG
cha00_banter_ques_dlg,Not found,BIOA_STA20_02B_DSG
sta20_amb_crimeboss_dlg,sp109_crimeboss,BIOA_STA20_02B_DSG
sta20_crimeboss_dlg,sp109_crimeboss,BIOA_STA20_02B_DSG
sta20_amb_family_argue_dlg,rp114_sarah,BIOA_STA20_02B_DSG
sta20_family_argue_dlg,rp114_michael,BIOA_STA20_02B_DSG
sta20_avina_triggers_dlg,sta20_avina,BIOA_STA20_02A_DSG
sta20_avina_triggers_dlg,sta20_avina,BIOA_STA20_02A_DSG
sta20_avina_keeper_dlg,sta20_avina,BIOA_STA20_02A_DSG
sta20_avina_triggers_dlg,sta20_avina,BIOA_STA20_02A_DSG
sta00_cab_dlg,Not found,BIOA_STA20_02A_DSG
