BioD_MPCer_100SP_LOC_INT.pcc,cit_fetch_cerberus_i_dlg,,,"No, it's fine. We won't be needing your supplies after all.","No, we've found a better variant of medi-gel that allows for an even higher absorption rate among aquatic species.","You'd like a sample? Why, of course, we'll be happy to send you one--just as we sent one to every pharmaceutical company in Citadel space.","Where did you find this? Never mind, it doesn't matter. Yes, we can put this to good use. Thank you!"
BioD_CerMir_300Lab_LOC_INT.pcc,cermir_observation_enter_b_dlg,,,"Yes, I'm seeing increased turnout as well. We may actually make it through this war.","That's... wonderful! Thank you!","My people will treat this miraculous find as a call to support their local hospitals.","No, I'm seeing it here, too. We're low on medi-gel and synthetic blood, and we don't have enough volunteers."
BioD_KroGru_700Queen_LOC_INT.pcc,krogru_fourthwave_b_dlg,,,"The infection has located our network packets.","Yes. Avoid contact.","Destroying higher processes, closing our exit.","You must hurry."
BioD_GthN7a_310Turret_LOC_INT.pcc,cit_fetch_gthn7a_i_dlg,,,"Thanks again. If we can get it working, this jamming tech will make this place a lot safer.","How the hell did you--never mind. Tech like this, I don't care where it came from.","I'll have my people run with this. When the war comes back here, maybe we can save more lives.","Autorecord on. Scene contains large scorch marks. Looks like three fatalities. The entire area's shot to hell."
BioD_CerMir_225Recep_low_LOC_INT.pcc,cermir_vid_alert1_a_dlg,,,"That Reaper is enormous.","Goddess."
BioD_KroGru_480LowerHall_LOC_INT.pcc,krogru_tiny_spiders_b_dlg,,,"Denied. All ships, full barrage!","Enemy on the roof!","On our six! You! Come with me!","Reinforcements arriving, sir!"
BioD_KroN7b_600BombFinal_LOC_INT.pcc,kron7b_turian_under_fire_a_dlg,,,"Keep your head down.","Take those guys out below.","Nice shot.","Finish them off!"
BioD_Kro002_800bossintro_LOC_INT.pcc,kro002_shroud_b_dlg,,,"We've got hostiles on the perimeter!","Get on that gun!"
BioD_Cat003_310DesksVisual_LOC_INT.pcc,cat003_csec_cafeteria_b_dlg,,,"Thank you, human. We will hold the pillars close to our hearts... and persevere.","Thank you. Right now, my people need any reminder of their faith they can get.","Maintain, my brothers and sisters--we have faced adversity, and overcome. This is but a test!","Remember the pillars of strength that hold our people high. Show the galaxy our resolve!"
BioD_GthN7a_350Upper_LOC_INT.pcc,gthn7a_enemy_warning_a_dlg,,,"The galaxy's more dangerous than ever, and you need the best. That's where Snap, Crackle, and Shock comes in.","We offer electric fencing, vehicle security, and electroshock weapons for all your defense needs.","Stop humans, geth, even husks dead in their tracks with 250,000 volts. All without the danger of a firearm.","Snap, Crackle, and Shock! Because real defense solutions are about keeping your loved ones safe."
BioD_Kro002_900bossfight_LOC_INT.pcc,kro002_wrex_wreav_radio_a_dlg,,,"The tubes don't go on forever... but where the hell are we?","Whoa...","One of the walls here just realigned itself. The place is shifting. Changing.","There's a chasm here... and more hallways like the one I was in."
BioD_CitHub_UnderbellyP2_LOC_INT.pcc,citund_kelly_phase2_d_dlg,,,"Shepard! It's really you! I could just hug you.","I've been so worried.","Without my Cerberus contacts, I had no way of knowing if you'd survived the invasion.","Working with you opened my eyes, got me thinking. I looked closely at what Cerberus had done."
BioD_KroGar_300Tower_LOC_INT.pcc,krogar_post_tower_hench_b_dlg,,,"My god. He did it.","My god. She did it.","Holy shit. He did it.","Holy shit. She did it."
BioD_OmgJck_600DockBay_LOC_INT.pcc,omgjck_students_radio_a_dlg,,,"Evacuation Level Alpha--proceed directly to muster points for shuttle assignments.","Nonessential equipment and effects may be brought to shuttle bay for triage.","Evacuation in progress. Remain calm. Evacuation in progress. Remain calm.","Personnel from Project Mia should now be on board and ready to depart."
BioD_CerMir_400Factory1stFlr_LOC_INT.pcc,cermir_processing_fight1_b_dlg,,,"For increased tactical control, bring up the Power Wheel.","This pauses the action, giving you time to evaluate the battlefield, target new enemies, and select a power.","To use a power to attack an opponent, target the enemy before pausing the game, then highlight and select the power.","The power will fire at the targeted enemy as you return to action."
BioD_CitHub_UnderbellyP2_LOC_INT.pcc,citund_kelly_a_dlg,,,"I heard about the horrible things Cerberus did during the coup. That's not the organization I joined.","I'm still thinking about your last visit. I just wish... Promise me you'll be careful.","I miss being with you.","These refugees have no place to go."
BioD_Cat003_080IntroCutscene_LOC_INT.pcc,cat003_dock_exitshuttle_a_dlg,,,"One confirmed hostile team. We've got them locked in Hangar 16.","By the numbers. Backup is inbound, and hostiles aren't going anywhere.","If need be, we'll just vent the damn hangar."
BioD_GthN7a_100Crash_LOC_INT.pcc,gthn7a_finding_body_a_dlg,,,"Thank you!","Thanks for the help."
BioD_Nor_130RomLiara2_LOC_INT.pcc,norcat_cat4_dream_liara_m_dlg,,,"You can't sleep?","Already?","You don't need to worry about that.","You rallied who you could. The Reapers won't get any more chances to divide us."
BioD_Kro001_300FirstFlr_LOC_INT.pcc,kro001_banter_yahg_b_dlg,,,"I can handle myself, Wrex.","I'm not your property, Wreav."
BioD_CerJcb_300Facility_LOC_INT.pcc,cit_fetch_cerjcb_i_dlg,,,"Yes, General Korilius should make a full recovery. He's already awake and responsive.","Let me see... Yes, I think this is it! With these schematics, we should be able to come up with an antidote!","Thank you. The general might pull through because of this.","I understand Palaven is very busy, but this is one of your own generals."
BioD_ProEar_200_LOC_INT.pcc,proear_level04_b_dlg,,,"Looks clear. Let's go!","Up here, Shepard.","Come on, let's keep moving."
BioD_KroN7b_100Arrival_LOC_INT.pcc,kron7b_landing_finished_b_dlg,,,"Son of a bitch.","This is the admiral. Our readings suggest that someone made it to the beam.","We need to give them time to get the Citadel arms open.","All fleets: Converge on the Crucible. Protect it at all costs."
BioD_CitHub_Hospital_KaiT1_LOC_INT.pcc,citprs_kaid_talk1_d_dlg,,,"Hey, Shepard. if you came to spring me, you're late. I'm getting out soon.","Maybe you already saw the vid, but I accepted Udina's offer.","Only the second human Spectre. It's humbling.","Udina thinks they might have a pretty big ceremony, even with the war."
BioD_CitHub_HospitalP3_LOC_INT.pcc,cit_fetch_cerjcb_i_dlg,,,"Yes, General Korilius should make a full recovery. He's already awake and responsive.","Let me see... Yes, I think this is it! With these schematics, we should be able to come up with an antidote!","Thank you. The general might pull through because of this.","I understand Palaven is very busy, but this is one of your own generals."
BioD_CerMir_200Reception_LOC_INT.pcc,cermir_welcome_view_b_dlg,,,"Access code required.","My god. He did it.","My god. She did it.","Holy shit. He did it."
BioD_Cat003_380DesksConvos_LOC_INT.pcc,cat003_csec_escape_m_dlg,,,"(Medium gasp 1)","(Medium gasp 2)","(Medium gasp 3)","(Medium gasp 4)"
BioD_OmgJck_300MeetJack_LOC_INT.pcc,omgjck_banter_orion_b_dlg,,,"Here they come!"
BioD_Kro002_820bossBridge_LOC_INT.pcc,kro002_salarian_radio_a_dlg,,,"All personnel: Hull integrity may be compromised.","Proceed to protective bunkers or secure vacuum-rated equipment.","Repeat: The facility has sustained structural damage. Hull integrity may be compromised."
BioD_GthLeg_510Parliment_LOC_INT.pcc,gthleg_memory_legion_v_dlg,,,"Yes.","It was highly significant. You were the first organic to openly cooperate with geth since the end of the Morning War.","We wish to ensure you are not the last.","The prospect remains. If the Reaper presence is removed, there is a chance of reunification with geth--and perhaps creators."
BioD_ProMar_220MeleeHall_LOC_INT.pcc,promar_level04_b_dlg,,,"Come on. Let's keep moving.","Something's not right.","Look out!","Aaah!"
BioP_SPDish_LOC_INT.pcc,cit_fetch_dish_i_dlg,,,"Yes, Commander Shepard found some encryption algorithms. The team is expecting results soon now.","Cerberus ciphers? That's exactly what we've been looking for. Thank you, Commander!","This is a problem, boss. Cerberus has changed their ciphers, and our code-breakers aren't getting anywhere at the moment.","I've got our best teams working in shifts on it, but ensuring Citadel systems integrity is just going to take time."
BioP_Kro001_LOC_INT.pcc,kro001_salarian_radio_a_dlg,,,"Circuit interruption. Remaining offline.","Failure at junction. Repair and reset.","Power restored. Gun one reset. Circuit incomplete.","Power restored. Circuit reset. Guns operational."
BioD_GthN7a_210AAGun_LOC_INT.pcc,gthn7a_enemy_warning_a_dlg,,,"This victory belongs to each of us.","Every man, woman, and child.","Every civilization... on every world.","And though our victory was costly, it is still a victory."
BioD_GthN7a_350Upper_LOC_INT.pcc,gthn7a_turret_take_a_dlg,,,"Reset complete. Access enabled.","Figures. Finally back in action, and the Alliance already wants us tagged and collared.","Yes ma'am! Requesting docking permission."
BioD_Kro001_205Bsmt_Exit_LOC_INT.pcc,kro001_banter_basement_b_dlg,,,"It's quiet up here.","Weird that it's so peaceful here with what's going on.","Anxious to get back at it.","Great view."
BioD_CerJcb_210DockingBayAMB_LOC_INT.pcc,cerjcb_upset_scientist_i_dlg,,,"Thank you.","Oh, Jaime. I didn't want to come here with these people. It was his idea.","What am I going to do without him?","Our work? Are you crazy? We're all going to die here!"
BioD_KroGar_450AirstripCBT_LOC_INT.pcc,krogar_airstrip_warn_b_dlg,,,"Here, Commander.","Things get worse by the minute. My men are dying!","Commander, come in!","Do you read, Commander? Repeat: Do you read?"
BioD_CerMir_400Factory1stFlr_LOC_INT.pcc,cermir_observation_husks2_b_dlg,,,"Joker! Are you a sight for sore eyes!","Joker! Good timing.","I can handle myself, Wrex.","I'm not your property, Wreav."
BioD_Nor_370Medical_LOC_INT.pcc,nor_doctor_mission_a_dlg,,,"Fly ahead of the curve with Curve Glider Sporting Goods. Our experts assemble products for all your extreme sporting needs.","Skate it, bike it, run, or soar. There are no limits to what you can do.","Warning: Curve gliding is an illegal act on the Citadel. Curve Glider Sporting Goods takes no responsibility for arrest or injury.","Aaah!"
BioD_Cat001_000LevelTrans_LOC_INT.pcc,dlcpro_ext_shuttle_m_dlg,,,"Eden Prime. This is where it all began.","Where the Prothean beacon gave you the vision that warned us about the Reapers.","Yes. And now with Cerberus here, Eden Prime's colonists are under attack again.","Cerberus hit Eden Prime hard. Whatever they found here was worth a major offensive."
BioD_OmgJck_500Lobby_LOC_INT.pcc,omgjck_pullsave_i_dlg,,,"Whoa!","Please don't kill me. I surrender! Just don't kill me."
BioD_MPNov_100SP_LOC_INT.pcc,n7_noveria_henchmen_a_dlg,,,"Proximity alert. Deploying armed response.","Defense system deactivated. General order seven slash seven triggered--establish contingency defenses.","Defense system deactivation prioritized. Awaiting shutdown command.","Warning, warning. Security breach. Initiating lockdown failsafe."
BioD_OmgJck_600DockBay_LOC_INT.pcc,omgjck_banter_orion_b_dlg,,,"She's faster than she looks.","She's getting away!"
BioD_MPRctr_050SPEntry_LOC_INT.pcc,n7_reactor_riley_tech_a_dlg,,,"There should be a control access point for the ventilation system.","Ventilation system is shut down. Might be enough auxiliary power to activate fans on the main floor.","Radiation cutting access to most of the grid. Need to ventilate.","Confirming. Toxic radiation cutting access to most of the grid. Survival in hot spots not possible."
BioD_CitSam_800Finalroom_LOC_INT.pcc,citsam_post_fight_a_dlg,,,"So what were you able to pull from the inscriptions? Really? Excellent! I knew they'd find something.","Commander Shepard? That's excellent news. I'll have it sent to that project right away.","Thank you so much for your help.","Listen, I thought of something. No, it can't wait until I'm back on duty."
BioD_ProEar_500_LOC_INT.pcc,promar_intro_m_dlg,,,"What the hell's going on? Where's Anderson? Where we going?","Hey!","Leaving?","Bullshit. He wouldn't order us to leave."
BioD_Kro001_605FourthPaths_LOC_INT.pcc,kro001_wrex_wreav_radio_a_dlg,,,"If you're hearing this... then there is still hope.","Hope that you can avoid the same mistakes we made.","We fought the Reapers, but we failed to stop them.","We did everything we could. We built the Crucible, but it didn't work. We fought as a united galaxy, but it wasn't enough."
BioD_Kro001_605FourthPaths_LOC_INT.pcc,kro001_audiolog_04_a_dlg,,,"Species 408--the varren--could provide a novel form of biological warfare.","With enhanced size and intelligence, they could harass hostile civilian populations at minimal cost.","Recommend project approval."
BioD_Kro001_350FirstTrans_LOC_INT.pcc,kro001_banter_yahg_b_dlg,,,"Aaah!","Go go go! Move!","Yeah! One down!","Help us!"
BioD_KroGru_250Cave_LOC_INT.pcc,krogru_combot_see_rchni_b_dlg,,,"With sincere gratitude, thank you, human.","With shock and joy, really. This is wonderful news.","Thank you, human. Sincerely, this will greatly aid our people.","Grimly, you do not understand. The Code of the Ancients is the collected wisdom of our people."
BioD_Kro002_450catacombs_LOC_INT.pcc,kro002_ancient_city2_b_dlg,,,"Watch your line of fire!","Target the geth!","Adjust your aim!","Hold your fire!"
BioD_Kro001_600FourthFlr_LOC_INT.pcc,kro001_audiolog_04_a_dlg,,,"Species 408--the varren--could provide a novel form of biological warfare.","With enhanced size and intelligence, they could harass hostile civilian populations at minimal cost.","Recommend project approval."
BioD_CerJcb_210DockingBayAMB_LOC_INT.pcc,cerjcb_shuttlebay_amb02_a_dlg,,,"Get the techs from Stockholm cell to pack their own crates. I need you up here."
BioD_CerMir_150Courtyard_LOC_INT.pcc,cermir_why_cerberus_b_dlg,,,"Take them out! I'll get you in!","Watch out, they've sealed the entrance!"
BioD_Kro002_400highway_LOC_INT.pcc,kro002_highway_party_b_dlg,,,"Yes, make it required reading. Light from the Shadows, Path of the Justicar, all of it.","I have Matriarch Aethyta's backing on this. I want every asari maiden thinking with the mind of a huntress.","Really? Well, damn, it couldn't hurt. Thank you!","Maybe those texts will help the asari remember how to fight again."
BioD_CerJcb_210DockingBayAMB_LOC_INT.pcc,cerjcb_cerb_scientist_01_d_dlg,,,"Commander.","Good day, Commander.","Commander Shepard--Dr. Gavin Archer. We... met on Project Overlord.","Yes, well, after you took my brother to Grissom Academy, I tried putting all that behind me."
BioD_Cat002_600KLFight_LOC_INT.pcc,cat002_endfight_kaileng_a_dlg,,,"You're slower than I imagined, Shepard.","Your friend Thane died like a coward.","You'll be joining him soon.","Your friend Kirrahe died like a coward."
BioD_CitHub_EmbassyP3_LOC_INT.pcc,cit_fetch_dish_i_dlg,,,"Yes, Commander Shepard found some encryption algorithms. The team is expecting results soon now.","Cerberus ciphers? That's exactly what we've been looking for. Thank you, Commander!","This is a problem, boss. Cerberus has changed their ciphers, and our code-breakers aren't getting anywhere at the moment.","I've got our best teams working in shifts on it, but ensuring Citadel systems integrity is just going to take time."
BioD_KroN7b_400BombView_LOC_INT.pcc,kron7b_party02_betterview_b_dlg,,,"Watch your line of fire!","Target the geth!","Adjust your aim!","Hold your fire!"
BioD_KroN7a_000Global_LOC_INT.pcc,kron7a_finalparty_b_dlg,,,"Security override in effect.","I will bypass the lock. If you are interested, the console nearby is still functional."
BioD_CerJcb_460EvacWave1_LOC_INT.pcc,cerjcb_finalcombat_b_dlg,,,"Acknowledged. I'll send the word.","All ships, this is Admiral Hackett. The Crucible is on the move. I repeat: the Crucible is on the move.","Protect it at all costs. Everyone... this is it.","Any available squadrons: delay those Reapers leaving the battle."
BioD_Cat003_380DesksConvos_LOC_INT.pcc,cat003_csec_executorroom_m_dlg,,,"For increased tactical control, bring up the Power Menu.","This pauses the action, giving you time to evaluate the battlefield, target new enemies, and select a power.","To use a power to attack an opponent, target the enemy before pausing the game, then highlight and select the power.","The power will fire at the targeted enemy as you return to action."
BioD_CerMir_700ThirdFlr_B_LOC_INT.pcc,cermir_processing_pods3_b_dlg,,,"I've been looking forward to a rematch.","This is better than Thessia. More personal.","All you're doing is making humanity weaker!","And I'm stronger for it!"
BioD_Kro001_400SecondFlr_LOC_INT.pcc,kro001_salarian_radio_a_dlg,,,"The reinforcements haven't arrived.","We could really use air support general.","Waiting for your orders, sir."
BioD_MPRctr_050SPEntry_LOC_INT.pcc,n7_reactor_pilot_a_dlg,,,"Toxicity levels lethal, Commander! Find alternate route immediately!","Radiation proximity warning, Commander. Avoid at all costs.","You're clear for the moment, Commander. Can't raise Captain Riley.","Nothing, Commander. No one's answering my hails."
BioD_KroGru_700Queen_LOC_INT.pcc,krogru_puttingup_fight_b_dlg,,,"Aaah!","Go go go! Move!","Yeah! One down!","Help us!"
BioD_CerMir_650Factory2ndFlr_LOC_INT.pcc,cermir_fix_tram_a_dlg,,,"Admiral Gerrel here. We've got them on the run. Just hold tight.","Admiral Gerrel here. We had to fall back to protect the liveships. I'll send in what I can.","Admiral Gerrel here. We're taking heavy losses. I'll send in what I can spare.","Admiral Gerrel here. That planetary defense cannon is tearing us up. I'll send in what I can."
BioD_Kro001_400SecondFlr_LOC_INT.pcc,kro001_wrex_wreav_radio_a_dlg,,,"Please confirm security access.","Scanning.","Access confirmed.","Scan aborted. Please try again."
BioD_CerMir_225Recep_low_LOC_INT.pcc,cermir_welcome_audio_log1_a_dlg,,,"Reset complete. Access enabled.","Not a problem for someone with biotics.","Give me the word. I'll draw them out.","I can use singularity to draw them out!"
BioD_Kro001_200Basement_LOC_INT.pcc,kro001_audiolog_01_a_dlg,,,"Shuttle one away--two shuttles remaining.","Shuttle two away--one shuttle remaining.","Shuttle three away--evacuation complete."
BioD_MPSlum_100SP_LOC_INT.pcc,n7_slums_pilot_upstreet_a_dlg,,,"Fielding an avalanche of civilian SOS requests, Commander. The bulk are concentrated on the upper street.","Cerberus forces are pinning them down. You'd better hurry.","Roger that."
BioD_KroGru_250Cave_LOC_INT.pcc,krogru_level04_cave_in_b_dlg,,,"Got more back here!"
BioD_Cat003_550BalconyCombat_LOC_INT.pcc,cat003_pursuit_hench_b_dlg,,,"This is it, everyone. The arms are opening.","Ten seconds to contact.","That's it! The Crucible is docked!","All fleets: protect the Crucible."
BioD_CerMir_230R_Combat_LOC_INT.pcc,cermir_pool_view_b_dlg,,,"Security override in effect."
BioD_Kro001_300FirstFlr_LOC_INT.pcc,kro001_combat1_b_dlg,,,"Root access acquired. Severing all connections to this communication node.","Establishing connection to remaining communication node.","Proceed to the access point.","Shepard-Commander: Please proceed to the access point."
BioD_KroGru_700Queen_LOC_INT.pcc,krogru_party03_b_dlg,,,"Straight ahead and around the corner--past the first barricade.","If you're looking for command, it's around the corner, past the first barricade."
BioD_CerMir_225Recep_low_LOC_INT.pcc,cermir_mir_ori_vid_alert_a_dlg,,,"Another security lock. I can bypass it.","Shepard.","Hello.","Everyone's on-edge. Who can blame them?"
BioD_Kro002_600memorial_LOC_INT.pcc,kro002_memorial_b_dlg,,,"Ma'am, I'm picking up chatter from a Cerberus squad engaging the supply depot.","And if I'm reading it right, sounds like more troops are on the way.","Shepard, I'm picking up chatter from a Cerberus squad engaging the supply depot.","Sir, I'm picking up chatter from a Cerberus squad engaging the supply depot."
BioD_Kro002_450catacombs_LOC_INT.pcc,kro002_rachni_chat_v_dlg,,,"I am alive.","All of us, synthetic and organic, have been changed.","The war is over, and the Reapers are helping to rebuild. Where once they threatened us with extinction...","...they now bring us the collective knowledge of the cultures that came before."
BioD_MPRctr_150SPCmbt_LOC_INT.pcc,n7_reactor_pilot_a_dlg,,,"Toxicity levels lethal, Commander! Find alternate route immediately!","Radiation proximity warning, Commander. Avoid at all costs.","You're clear for the moment, Commander. Can't raise Captain Riley.","Nothing, Commander. No one's answering my hails."
BioD_MPNov_100SP_LOC_INT.pcc,cit_fetch_noveria_i_dlg,,,"The clutch has stabilized? Really? That is wonderful news, my sister.","You wish to name the first hatched after the one who helped us? I think that's a wonderful idea.","This... is amazing! The colonists--my sister--will be most pleased! Thank you. I am in your debt.","This is problematic. We must find a way to stabilize the heating units so the water temperature can remain steady."
BioD_MPTowr_100SP_LOC_INT.pcc,cit_fetch_tower_i_dlg,,,"I'm almost done with the system upgrade. Yeah, I know--it's going to be amazing!","Hey... could we maybe give a portion of our profits to a krogan charity? I mean, it's old, but we are using their tech, right?","Whoa. Those really are old but... solid! We could totally convert our current systems to this! Thanks!","I know people are complaining. We're doing what we can with what we've got here, but--"
BioD_ProEar_200_LOC_INT.pcc,proear_level06_b_dlg,,,"Don't let them grab you.","Good work. Let's keep moving.","I'm outta ammo!","Take 'em out any way you can."
BioD_CitHub_Presidium_LOC_INT.pcc,cit_fetch_noveria_i_dlg,,,"The clutch has stabilized? Really? That is wonderful news, my sister.","You wish to name the first hatched after the one who helped us? I think that's a wonderful idea.","This... is amazing! The colonists--my sister--will be most pleased! Thank you. I am in your debt.","This is problematic. We must find a way to stabilize the heating units so the water temperature can remain steady."
BioD_GthN7a_430End_LOC_INT.pcc,gthn7a_rescue_endings_v_dlg,,,"Shepard... my crew. Perhaps there's still time.","Hello? This is Zaal'Koris. Does anyone copy? Hello!","I pray they found comfort in the homeworld's skies.","Do you read, Commander? Repeat: Do you read?"
BioD_KroGru_700Queen_LOC_INT.pcc,krogru_reaper_ties_broken_a_dlg,,,"Reset complete. Access enabled."
BioD_Kro001_000Global_LOC_INT.pcc,kro001_salarian_radio_a_dlg,,,"Shepard-Commander, find cover!"
BioD_CitHub_UnderbellyP3_LOC_INT.pcc,citund_kelly_a_dlg,,,"I heard about the horrible things Cerberus did during the coup. That's not the organization I joined.","I'm still thinking about your last visit. I just wish... Promise me you'll be careful.","I miss being with you.","These refugees have no place to go."
BioD_GthN7a_100Crash_LOC_INT.pcc,gth002_talireact_b_dlg,,,"My people have been in exile for centuries. To be standing here in the land of my ancestors...","Keelah! I'm standing on Rannoch. I'm on my homeworld."
BioA_KroN7a_010LevelTrans_LOC_INT.pcc,kron7a_arrival_v_dlg,,,"How's the translation going? Really? Excellent. Well, hopefully it unlocks more intel from the Archive.","You have? That's amazing! Thank you, Commander.","That's going to help immeasurably with some very sensitive work.","Damn it, if we'd kept digging a few hours longer, we'd have gotten the Obelisk of Karza."
BioD_MPRctr_050SPEntry_LOC_INT.pcc,n7_reactor_capt_riley_a_dlg,,,"Commander, you saved our asses. My team is in your debt.","We'll be ready.","Something's off. Reapers are here for a reason, but we've only seen a handful--doesn't compute.","Commander, in your sights."
BioD_OmgJck_600DockBay_LOC_INT.pcc,omgjck_banter_atrium_b_dlg,,,"My god. He did it.","My god. She did it.","Holy shit. He did it.","Holy shit. She did it."
BioD_MPTowr_100SP_LOC_INT.pcc,n7_tower_cerberus_a_dlg,,,"Commander, Admiral Hackett is available on vid comm.","Commander, Admiral Anderson is available on vid comm."
BioD_KroGar_520Brute_LOC_INT.pcc,krogar_barricade_warn_b_dlg,,,"Commander! We can't let the barricade fall!","If we don't take care of this, the camp will get overrun.","This way! We've still got hostiles back here.","We told Corinthus we'd help defend the barricade."
BioD_CitHub_WardsFluxP2_LOC_INT.pcc,cit_fetch_tower_i_dlg,,,"I'm almost done with the system upgrade. Yeah, I know--it's going to be amazing!","Hey... could we maybe give a portion of our profits to a krogan charity? I mean, it's old, but we are using their tech, right?","Whoa. Those really are old but... solid! We could totally convert our current systems to this! Thanks!","I know people are complaining. We're doing what we can with what we've got here, but--"
BioD_KroGar_800SouthCamp_LOC_INT.pcc,krogar_finalfight_warn_b_dlg,,,"Shepard.","Hello.","Everyone's on-edge. Who can blame them?","I'm ready to leave when you are."
BioD_MPRctr_100SP_LOC_INT.pcc,cit_fetch_reactor_i_dlg,,,"Any improvement?","Huh. Probably experimental. It's a long shot, but let's run some tests and see if it might work for our patient.","There's got to be something... I don't know what Cerberus was packing, but we're going to lose this patient."
BioD_CerMir_225Recep_low_LOC_INT.pcc,cermir_welcome_cerberus_a_dlg,,,"Security doors have been sealed for your protection."
BioD_Kro002_575membanter_LOC_INT.pcc,kro002_memorial_b_dlg,,,"Did that all really happen?","When can I go to the stars?","What will be there?","Can you tell me another story about the Shepard?"
BioD_KroN7b_500Backway_LOC_INT.pcc,kron7b_party03_device_a_dlg,,,"For increased tactical control, bring up the Power Wheel.","This pauses the action, giving you time to evaluate the battlefield, target new enemies, and select a power.","To use a power to attack an opponent, target the enemy before pausing the game, then highlight and select the power.","The power will fire at the targeted enemy as you return to action."
BioD_Cat003_780FinalConvos_LOC_INT.pcc,cat003_showd_showdown_m_dlg,,,"Restart is complete.","A final reboot is required.","Restart is in progress.","Tank Three is sealed and stable. Core stabilization imminent."
BioD_CerJcb_090Shuttle_LOC_INT.pcc,cerjcb_prefacility_b_dlg,,,"Destination?","Roger that."
BioD_KroGru_200CaveDark_LOC_INT.pcc,krogru_wire_comment_b_dlg,,,"Hah! The banner of the First Regiment! That should put some steel in their spine!","The banner of-- Commander Shepard, I owe you a drink. Thank you.","We'll hold that banner proudly as we take our homeworld back from these bastards.","Damn it, morale is pitiful. The troops need something to bring back their fighting spirit."
BioD_CerMir_250Pools_LOC_INT.pcc,cermir_miranda_vid_m_dlg,,,"(Medium gasp 1)","(Medium gasp 2)","(Medium gasp 3)","(Medium gasp 4)"
BioD_Cat002_400Stalingrad_LOC_INT.pcc,cat002_reaper_b_dlg,,,"If you're hearing this... then there is still hope.","Hope that you can avoid the same mistakes we made.","We fought the Reapers, but we failed to stop them.","We did everything we could. We built the Crucible, but it didn't work. We fought as a united galaxy, but it wasn't enough."
BioD_GthN7a_200Patrols_LOC_INT.pcc,gthn7a_tripmine_a_dlg,,,"Look at that.","God, they're huge."
BioD_Cat003_250LobbyCombat_LOC_INT.pcc,cat003_csec_bodies_a_dlg,,,"Mapping to consensus. Remain still.","Shepard-Commander, excess movement during an upload is discouraged."
BioD_GthN7a_200Patrols_LOC_INT.pcc,gthn7a_enemy_warning_a_dlg,,,"I am alive.","All of us, synthetic and organic, have been changed.","The war is over, and the Reapers are helping to rebuild. Where once they threatened us with extinction...","...they now bring us the collective knowledge of the cultures that came before."
BioD_KroGru_500Grunt_LOC_INT.pcc,krogru_more_eggs_b_dlg,,,"Low power. Please wait."
