Earnest Young Man,(Garnet kicks him through the bag.),(Garnet kicks him through the bag.),(Garnet kicks him through the bag.)
Part-time Worker Mary,(Garnet kicks him; dialogue cancelled.),(Garnet kicks him; dialogue cancelled.),(Garnet kicks him; dialogue cancelled.)
Steiner,(The coast is clear.),(The coast is clear.),
Dagger,"<Rustle rustle...> <Rustle rustle...> Oh, finally! Some fresh air! What a horrible smell... It gave me a terrible headache. (Maybe I'll get changed while he's on lookout.)",(Maybe I'll get changed while he's on lookout.),
Steiner,"(Steiner runs to the other side, past Dagger.)","(Steiner runs to the other side, past Dagger.)","(Steiner runs to the other side, past Dagger.)"
Marcus,"(On second thought, maybe she hasn't changed that much.)","(On second thought, maybe she hasn't changed that much.)",
Marcus,(Someone's coming!),(Someone's coming!),
Marcus,(Should I take care of him?),(Should I take care of him?),
Steiner,(Princess! No!),(Princess! No!),
Zidane,"(Oh, dagger! Where could you be!?)","(Oh, dagger! Where could you be!?)",
Zidane,"We gotta be fast, or we'll lose them all! (Zidane follows them into the next screen, safely.)","(Zidane follows them into the next screen, safely.)","(Zidane follows them into the next screen, safely.)"
Zidane,This area's too dangerous! Let's get out of here! (They head to the right bridge.),(They head to the right bridge.),(They head to the right bridge.)
Zidane,(Nothing is done yet.),(Nothing is done yet.),
Marcus,"Wait, I have an idea. Press (d-left) or (d-right) to shift your center of gravity!",(d-left),(d-left)
Marcus,"Wait, I have an idea. Press (d-left) or (d-right) to shift your center of gravity!",(d-right),(d-right)
Zidane,(The fireplace pulls back to reveal a stairway.),(The fireplace pulls back to reveal a stairway.),(The fireplace pulls back to reveal a stairway.)
Zidane,(No action taken.),(No action taken.),(No action taken.)
Ramuh,(You do the entire procedure over again.),(You do the entire procedure over again.),(You do the entire procedure over again.)
Dagger,(They jump off; see below.),(They jump off; see below.),(They jump off; see below.)
Dagger,(They can run back into the forest.),(They can run back into the forest.),(They can run back into the forest.)
Zidane,(That's the guy I saw in Burmecia!),(That's the guy I saw in Burmecia!),
Dagger,(Quit flirting with her!),(Quit flirting with her!),
Zidane,(What is she thinking? She's supposed to get angry and say no way!),(What is she thinking? She's supposed to get angry and say no way!),
Zidane,"(Gotta admit, I was pretty deep that night in the black mage village. Maybe that's when she fell for me? I'm such a stud!)","(Gotta admit, I was pretty deep that night in the black mage village. Maybe that's when she fell for me? I'm such a stud!)",
Zidane,The village of the summoners...? You live here...? (It's a pile of rubble.) Dagger?,(It's a pile of rubble.),
Zidane,(How does Eiko know about that play? This place is far from the Mist Continent.),(How does Eiko know about that play? This place is far from the Mist Continent.),
Eiko,"Well... (So he's sharp about certain things.) It all happened before I was born, but they sealed an eidolon that we failed to summon in the Iifa Tree. It's our custom to seal a failed eidolon where we summon it.",(So he's sharp about certain things.),
Zidane,(Zidane pokes it.),(Zidane pokes it.),(Zidane pokes it.)
Zidane,(Zidane kicks recklessly.) Graaagh!,(Zidane kicks recklessly.),(Zidane kicks recklessly.)
Zidane,"(Inside, Lani holds a flailing Eiko by the back of her dress.)","(Inside, Lani holds a flailing Eiko by the back of her dress.)","(Inside, Lani holds a flailing Eiko by the back of her dress.)"
Morrison,"Tell us if there's anything we can do for you, kupo! (Zidane can walk around again.)",(Zidane can walk around again.),(Zidane can walk around again.)
Amarant,No more Mist...? (They must possess incredible powers to accomplish such a feat.),(They must possess incredible powers to accomplish such a feat.),
Zidane,(Zidane can change party members.),(Zidane can change party members.),(Zidane can change party members.)
Zidane,(The menu opens.),(The menu opens.),(The menu opens.)
Zidane,"(The process is completed; Zidane can run in, now.)","(The process is completed; Zidane can run in, now.)","(The process is completed; Zidane can run in, now.)"
Zidane,(Party select screen opens.),(Party select screen opens.),(Party select screen opens.)
Zidane,(Menu opens.),(Menu opens.),(Menu opens.)
Eiko,<Thump thump...> (A-Are they in love?),(A-Are they in love?),
Blank,(Shh! Quiet!),(Shh! Quiet!),
Eiko,(Ooo! What's gonna happen?),(Ooo! What's gonna happen?),
Blank,(Then stick your thump up it!),(Then stick your thump up it!),
Zidane,"(That's all of 'em. Finally, I can get back to the castle and see Cid.)","(That's all of 'em. Finally, I can get back to the castle and see Cid.)",
Zidane,(What should I do?),(What should I do?),
Kuja,"Hahahahaha! This is too easy! The Invincible is mine! Now, I have the power to control all souls! Garland gave me everything without a fight. The old fool was too busy dealing with him. Now, only death awaits him. Poor Garland... Bitten by his own dog... This is no accident. Fate has chosen me to become the new ruler of Terra! Time for me to put on the finishing touches. (Kuja comes down from the ship to where Garland and Zidane are.)",(Kuja comes down from the ship to where Garland and Zidane are.),
Dagger,(What's going on? That was my memory. Why was Zidane able to see it?) Zidane.,(What's going on? That was my memory. Why was Zidane able to see it?),
Mogster,"First, I'll go over the battle controls. - Basic Battle Controls 1 - (><) Confirm. (O) Cancel. (/) Cycle to the next ready character when the ATB Gauge is full. (()) Hold down to clear menu. - Basic Battle Controls 2 - (L1)(R1) Select single/multiple targets. (L2) Turn the target window on/off. (START) Pause. (SELECT) Turn on/off help. Next, I'll talk about ATB. ATB stands for Active Time Battle. Time during battle is managed by the ATB System. There are 2 ATB modes: Active and Wait. You can select them in the Config Menu. - ATB Mode - Active Always real-time (time never stops during battle). Wait Time stops when you are selecting magic and items. If you're a beginner, I think you should choose Wait. Active is for more advanced players. Now, let's go over damage points. Numbers and details pop up during battle whenever your HP and MP change. Numbers appear in 2 different colors. - Damage Points - 9999 HP change; White numbers indicate damage. Green numbers indicate HP recovery. 9999MP MP change; White numbers indicate loss. Green numbers indicate MP recovery. - Damage Details - Miss When the attack misses. Critical When you deal greater damage than usual. Death When you get KO'd. Guard When status attacks and elemental attacks have no effect. Finally, I'll give you some tips regarding Order. The Order option involves not only the lineup but also the battle position. There are 2 battle positions: front row and back row. - Front Row and Back Row - Front Row You can deal big damage with Attack, but you can also receive big damage. Back Row You can only deal small damage with Attack, but you receive less damage from attacks. You can change this setting with the Order option. You can also switch between the front and back row during battle, by selecting Change. If you use magic or long-range weapons, you can deal just as much damage from the back row as you can from the front row. In tough battles, adjusting battle positions appropriately might save your life. Okay, I think I've covered enough battle stuff.",(time never stops during battle),
Dagger,"(Kiddo?) Oh, my apologies... I mean, I'm sorry.",(Kiddo?),
Dagger,(Crops?),(Crops?),
Dagger,(Awesome?),(Awesome?),
Dagger,"Um, please... I mean, don't mind me. (Here's a chance to listen in on some conversation.)",(Here's a chance to listen in on some conversation.),
Vivi,"(Oh, there's gonna be a lot of animals.) It sounds like fun! Thank you!","(Oh, there's gonna be a lot of animals.)",
Dagger,Hey! Where's my money!? P-Pickpocket! (She chases him.),(She chases him.),(She chases him.)
Quina,I-I no have nothing to hide. (These people so difficult.),(These people so difficult.),
Eiko,"Let's see... (The process starts over, from when Eiko picks who'll go fishing, etc.)","(The process starts over, from when Eiko picks who'll go fishing, etc.)",
Moogle,Water spilled over! Kupo? (You'll have to try again.),(You'll have to try again.),(You'll have to try again.)
Eiko,"... OH! You chased Mog on the Conde Petie Mountain Path! I'm Eiko! (Mog, don't ever come out while s/he's around.)","(Mog, don't ever come out while s/he's around.)",
Mog,(Kupo!),(Kupo!),
Zidane,(I'm outta here! Buh-bye!),(I'm outta here! Buh-bye!),
Vivi,(Yikes! City people are so scary.),(Yikes! City people are so scary.),
R2e,Let's play! (They play a game.),(They play a game.),
Blank,"Look out! Someone's coming! Hide, Zidane! (They hide.)",(They hide.),
Head Chef,Must hurry!!! (Says this without any stimulus.),(Says this without any stimulus.),(Says this without any stimulus.)
Knight of Pluto,"Nobody has come this way either, sir! (P.S. -- This is Blank, which is he's no title given to him. ;)","(P.S. -- This is Blank, which is he's no title given to him. ;)","(P.S. -- This is Blank, which is he's no title given to him. ;)"
"Breireicht, Pluto Knight VI","Ah! So you've given orders to the double super-sleuths, Blutzen and Kohel! And also... Ah! So you've given orders to our most inspirational writer, Laudo! And also... Ah! So you've given orders to the most famous artillerist in the realm, Dojebon! And also... Ah! So you've given orders to the only man who can name all the girls in town, Weimar! And also... Ah! So you've given orders to the knight with the knack for navigating the neighborhood Haagen! And also... Ah! So you've given orders to the winner of last year's cannonball race, Mullenkedheim! That's my captain! (Get Elixir)",(Get Elixir),(Get Elixir)
Conductor,(You can't speak with him for some reason.),(You can't speak with him for some reason.),(You can't speak with him for some reason.)
Zidane,"Th-That voice...! (It's a chick! What a sexy, husky voice!) What are you doing in a place like this?","(It's a chick! What a sexy, husky voice!)",
Woman's Voice,... Sure. (She only sells potions.),(She only sells potions.),(She only sells potions.)
Zidane,(Doesn't look in.),(Doesn't look in.),(Doesn't look in.)
Dutiful Daughter Slai,(She sells items.),(She sells items.),(She sells items.)
Shopkeeper Eve,Welcome! (She sells items.),(She sells items.),(She sells items.)
Innkeeper Hal,(They stay and rest up.),(They stay and rest up.),(They stay and rest up.)
Innkeeper Hal,(Hal goes back to sleep.),(Hal goes back to sleep.),(Hal goes back to sleep.)
Gumo,(Says same thing.),(Says same thing.),(Says same thing.)
Kumop,"Thanks, kupo! (Letter is received.)",(Letter is received.),(Letter is received.)
Kumop,"I'm so sad, kupo... (Letter isn't received.)",(Letter isn't received.),(Letter isn't received.)
Zidane,(Zidane opens the door and is attacked by 2 Ghosts.),(Zidane opens the door and is attacked by 2 Ghosts.),(Zidane opens the door and is attacked by 2 Ghosts.)
Zidane,(Zidane doesn't open the door.),(Zidane doesn't open the door.),(Zidane doesn't open the door.)
Mogki,"Thanks, kupo! (Letter is received.)",(Letter is received.),(Letter is received.)
Mogki,"I'm so sad, kupo... (Letter isn't received.)",(Letter isn't received.),(Letter isn't received.)
Innkeeper,(Zidane stays.),(Zidane stays.),(Zidane stays.)
Innkeeper,(Zidane doesn't stay.),(Zidane doesn't stay.),(Zidane doesn't stay.)
Alice,I think you're gonna need some medicine if you're gonna participate in the festival. (She sells items.),(She sells items.),(She sells items.)
Wayne,"How's it goin'? Do you want me to make you something for the festival? (You can synth items, then.)","(You can synth items, then.)","(You can synth items, then.)"
Member No. 28,"She's late! What's Marissa doing!? Oh, hell! (She runs off down the street.)",(She runs off down the street.),(She runs off down the street.)
Moogle,(Ouch! Damn. I can't see a thing.) Thank you for coming to see 'Moogle Wannabe 2'... k-kupo.,(Ouch! Damn. I can't see a thing.),
Widget,(Is no longer here.),(Is no longer here.),(Is no longer here.)
Uzu,"Master Hunter Zidane! Sir, if you need anything, please let me know. (Dannit!)",(Dannit!),
Alice,(No dialogue; right to buy/sell screen.),(No dialogue; right to buy/sell screen.),(No dialogue; right to buy/sell screen.)
Dragoos,(No dialogue; right to buy/sell screen.),(No dialogue; right to buy/sell screen.),(No dialogue; right to buy/sell screen.)
Torres,(Isn't here any longer.),(Isn't here any longer.),(Isn't here any longer.)
Mogster,What do you wanna go over? (Mogster can go over the tutorial options again.),(Mogster can go over the tutorial options again.),(Mogster can go over the tutorial options again.)
Mogster,(Dialogue is cancelled.),(Dialogue is cancelled.),(Dialogue is cancelled.)
Quina,Okay! We go! (S/he joins up permanently.),(S/he joins up permanently.),(S/he joins up permanently.)
Mene,"Okay! Let's give it a try, kupo! (The game starts.)",(The game starts.),(The game starts.)
Mene,"(Zidane can buy Gysahl Greens, 80gil/per)","(Zidane can buy Gysahl Greens, 80gil/per)","(Zidane can buy Gysahl Greens, 80gil/per)"
Mene,"It's 60 gil per game, kupo! (Current Funds: )",(Current Funds: ),(Current Funds: )
Steiner,(You were the reason we couldn't come in through this gate!),(You were the reason we couldn't come in through this gate!),
Worker,(Garnet kicks Steiner through the bag.),(Garnet kicks Steiner through the bag.),(Garnet kicks Steiner through the bag.)
Item Seller,Come get your goods! (Repeats this phrase.),(Repeats this phrase.),(Repeats this phrase.)
Conductor,"Alright, then. Please go inside. We'll be departing shortly. (Garnet boards.)",(Garnet boards.),(Garnet boards.)
Zidane,"LOOK OUT! (Zidane moves Kal out from underneath a statue, before it falls.)","(Zidane moves Kal out from underneath a statue, before it falls.)","(Zidane moves Kal out from underneath a statue, before it falls.)"
Wei,Thank you. (A Burmecian soldier runs in.),(A Burmecian soldier runs in.),(A Burmecian soldier runs in.)
Zidane,"Yeah, I'm looking forward to it. Take care. (The three Burmecians flee.)",(The three Burmecians flee.),(The three Burmecians flee.)
Atla,"Thanks, kupo! (Letter is given.)",(Letter is given.),(Letter is given.)
Atla,"I'm so sad, kupo... (Letter isn't given to Zidane.)",(Letter isn't given to Zidane.),(Letter isn't given to Zidane.)
Atla,(Can buy/sell items and such from the moogle! =o),(Can buy/sell items and such from the moogle! =o),(Can buy/sell items and such from the moogle! =o)
Snot-nosed Gudo,(They stay; no dialogue spoken.),(They stay; no dialogue spoken.),(They stay; no dialogue spoken.)
Narrative,(Steiner penny-pinches and doesn't contribute.),(Steiner penny-pinches and doesn't contribute.),(Steiner penny-pinches and doesn't contribute.)
Barkeep,Use whichever bed you want. (Rest ensues.),(Rest ensues.),(Rest ensues.)
Steiner,Come back here! (The thief runs off.),(The thief runs off.),(The thief runs off.)
Queen Stella,"Oh, you are most kind! Now give it to me! (She gets the Stellazzio.) <Quack! Quack! Quack!> You may take the reward from my servant!",(She gets the Stellazzio.),(She gets the Stellazzio.)
Steiner,"Oh, I'm so glad! Thank you, Princess! (The scene plays out again like she told Marcus she needed more time to get ready.)",(The scene plays out again like she told Marcus she needed more time to get ready.),(The scene plays out again like she told Marcus she needed more time to get ready.)
Zidane,(Sorry about that.) (Receive Gizam. Bell),(Sorry about that.),
Zidane,(No actions taken.),(No actions taken.),(No actions taken.)
Zidane,"(Sand stops flowing one way, and goes the other.)","(Sand stops flowing one way, and goes the other.)","(Sand stops flowing one way, and goes the other.)"
Zidane,(No actions are taken.),(No actions are taken.),(No actions are taken.)
Burmecian Soldier Dan,"Hey, I remember meeting you in Burmecia! If there's anything I can do, just ask me! (Weapon buy/sell screen opens up.)",(Weapon buy/sell screen opens up.),(Weapon buy/sell screen opens up.)
Burmecian Soldier Dan,Hi. What can I get ya? (Equip. shop opens),(Equip. shop opens),(Equip. shop opens)
Burmecian Soldier Dan,Just speak up if you need anything from me! (Equipment shop opens up.),(Equipment shop opens up.),(Equipment shop opens up.)
Stiltzkin,(No dialogue spoken),(No dialogue spoken),(No dialogue spoken)
Narrative,(The fight against Tantarian ensues.),(The fight against Tantarian ensues.),(The fight against Tantarian ensues.)
Narrative,(Actions are cancelled.),(Actions are cancelled.),(Actions are cancelled.)
Maron,(No longer in this screen.),(No longer in this screen.),(No longer in this screen.)
Lowell,"Oh, buddy, is that right? I'm too big of a star for a sleepy town like Alexandria, but that's okay. I'll share my talent with those uncultured people. (Lowell runs off, with the starstruck soldier chasing after him.)","(Lowell runs off, with the starstruck soldier chasing after him.)","(Lowell runs off, with the starstruck soldier chasing after him.)"
Treasure Hunter,"Thanks, buddy! (Zidane can excavate stuff.)",(Zidane can excavate stuff.),(Zidane can excavate stuff.)
Voice,Ku... Kupo... KUPO! (The wall collapses and a moogle is (thrown out.),(The wall collapses and a moogle is (thrown out.),(The wall collapses and a moogle is (thrown out.)
Treasure Hunter,(You quit digging.),(You quit digging.),(You quit digging.)
Treasure Hunter,(You keep digging.),(You keep digging.),(You keep digging.)
Margaret Miller,"The bed may be small, but she'll do ye good enough. (The party sleeps.)",(The party sleeps.),(The party sleeps.)
Margaret Miller,Ye're welcome back whenever ye like! (She also says this after you've slept in the inn.),(She also says this after you've slept in the inn.),(She also says this after you've slept in the inn.)
Black Mage No. 239,Welcome... Huh? U-Um... C-Can I help you? (Weapons buy/sell reluctantly opens.),(Weapons buy/sell reluctantly opens.),(Weapons buy/sell reluctantly opens.)
Dagger,That worries me... I'm going to look for him! (Dagger leaves.),(Dagger leaves.),(Dagger leaves.)
Black Mage No. 163,(Actions cancelled.),(Actions cancelled.),(Actions cancelled.)
Narrative,(You get the stone as a Key Item.),(You get the stone as a Key Item.),(You get the stone as a Key Item.)
Narrative,(You don't do anything.),(You don't do anything.),(You don't do anything.)
Zidane,Hmm? Something came out from the back...: (Get Moonstone),(Get Moonstone),(Get Moonstone)
Moco,Kupo!? (Quina walks on a high wall.),(Quina walks on a high wall.),(Quina walks on a high wall.)
Quina,"Zidane, this place only rocks and sand. I eat star sand once, but sand here not food. Water look clean. (Quina jumps into the water stream.)",(Quina jumps into the water stream.),(Quina jumps into the water stream.)
Zidane,Geez... What a dump. It must've been like this for at least ten years. What can Eiko possibly feed us? (The ATE 'Eiko's Feelings' plays.),(The ATE 'Eiko's Feelings' plays.),(The ATE 'Eiko's Feelings' plays.)
Mog,KUPOOO! Kupo kupo kupo! (Last three kupos repeated on any further attempts to get in kitchen.),(Last three kupos repeated on any further attempts to get in kitchen.),(Last three kupos repeated on any further attempts to get in kitchen.)
Morrison,(Party switch-out screen opens up.),(Party switch-out screen opens up.),(Party switch-out screen opens up.)
Morrison,(Nothin' is done.),(Nothin' is done.),
Mayor's Daughter,(She repeats the option Vivi picked.),(She repeats the option Vivi picked.),(She repeats the option Vivi picked.)
Narrative,(You get Hippaul's Shiva and Ramuh cards.),(You get Hippaul's Shiva and Ramuh cards.),(You get Hippaul's Shiva and Ramuh cards.)
Narrative,(You go back down the ladder.),(You go back down the ladder.),(You go back down the ladder.)
Zidane,(Zidane gets the key item Burman Coffee!),(Zidane gets the key item Burman Coffee!),(Zidane gets the key item Burman Coffee!)
Zidane,(Zidane takes no action.),(Zidane takes no action.),(Zidane takes no action.)
Sleeping Kid,Uhh... (Zidane receives: Mini-Brahne),(Zidane receives: Mini-Brahne),(Zidane receives: Mini-Brahne)
Sleeping Kid,Hmm... (Zidane gets a Mayor's Key),(Zidane gets a Mayor's Key),(Zidane gets a Mayor's Key)
Zidane,(Zidane leaves),(Zidane leaves),(Zidane leaves)
Zidane,(Zidane leaves quietly.),(Zidane leaves quietly.),(Zidane leaves quietly.)
Olivier,No way! You always cry so easily. (And then:),(And then:),(And then:)
Zidane,Geez... (An ATE (The Rally) automatically plays.),(An ATE (The Rally),(An ATE (The Rally) automatically plays.)
Voice,Okay. (Five little rat kids run over.),(Five little rat kids run over.),(Five little rat kids run over.)
Kid,La-la-la-la-la. (They all say this.),(They all say this.),(They all say this.)
Joanna,(Not in screen any longer.),(Not in screen any longer.),(Not in screen any longer.)
Olivier,(Not in screen any longer.),(Not in screen any longer.),(Not in screen any longer.)
Blank,(Blue Narciss disembarks.),(Blue Narciss disembarks.),(Blue Narciss disembarks.)
Blank,(No actions are taken.),(No actions are taken.),(No actions are taken.)
Gatz,"Hey, beat it. (Lisa): Oh, you're just saying that. My name's Lisa, and I come here to see Gatz sometimes.",(Lisa),
Lisa,(Sorry! We'll talk later!),(Sorry! We'll talk later!),
Shopkeeper,"Thanks, come again! (Said when you leave.)",(Said when you leave.),(Said when you leave.)
Mene,"It's 30 Gil per game, kupo! (Current funds: ) {Play/Don't Play}",(Current funds: ),(Current funds: )
Old Lady,"I can't believe the castle was destroyed. What a cruel, cruel world... My son was there. He escaped in one piece, thank heavens. You'd think a near-death experience would change his outlook, but he's still as greedy as ever. I'm so tired. (She repeats the last line on subsequent talks.)",(She repeats the last line on subsequent talks.),(She repeats the last line on subsequent talks.)
Zidane,"(Zidane dives off w/ Choco and into the foam below, finding the treasure beneath the waves)","(Zidane dives off w/ Choco and into the foam below, finding the treasure beneath the waves)","(Zidane dives off w/ Choco and into the foam below, finding the treasure beneath the waves)"
Mogryo,"(Nothing new + I haven't received any mail lately, kupo)","(Nothing new + I haven't received any mail lately, kupo)",
Regent Cid,(This one results in failure),(This one results in failure),(This one results in failure)
Regent Cid,(This one results in failure),(This one results in failure),(This one results in failure)
Regent Cid,(This one results in failure),(This one results in failure),(This one results in failure)
Regent Cid,(The regent can remove weights.),(The regent can remove weights.),(The regent can remove weights.)
Regent Cid,(If the Regent can't make it up:),(If the Regent can't make it up:),(If the Regent can't make it up:)
Plaque,"Offering of Power Faithful paladin, extract the power to nullify elemental properties from the ring. Inspect the bloodstone? {Y/N} (If you inspect it, Receive Promist Ring)","(If you inspect it, Receive Promist Ring)","(If you inspect it, Receive Promist Ring)"
Plaque,"Offering of Power Faithful paladin, extract magic from the chain. Inspect the bloodstone? {Y/N} (If you inspect it, Receive Anklet)","(If you inspect it, Receive Anklet)","(If you inspect it, Receive Anklet)"
Plaque,"Offering of Power Faithful paladin, extract the strength to resist from the armor. Inspect the bloodstone? (Y/N} (If you inspect it, Receive Shield Armor)","(Y/N} (If you inspect it, Receive Shield Armor)","(Y/N} (If you inspect it, Receive Shield Armor)"
Plaque,"Offering of Power Faithful paladin, extract the power to dodge from the bracer. Inspect the bloodstone? {Y/N} (If you inspect it, Receive N-Kai Armlet)","(If you inspect it, Receive N-Kai Armlet)","(If you inspect it, Receive N-Kai Armlet)"
Plaque,"Offering of Power Faithful paladin, extract the power to dodge magic from the shield. Inspect the bloodstone? (Y/N} (If you inspect it, Receive Venetia Shield)","(Y/N} (If you inspect it, Receive Venetia Shield)","(Y/N} (If you inspect it, Receive Venetia Shield)"
Plaque,"Offering of Power Faithful paladin, extract the strength to resist magic from the hat. Inspect the bloodstone? {Y/N} (If you look at the bloodstone, Receive Black Hood)","(If you look at the bloodstone, Receive Black Hood)","(If you look at the bloodstone, Receive Black Hood)"
Mogsam,(Leave),(Leave),(Leave)
Moguta,I want more Kupo Nuts! (Said after giving him K. Nut.),(Said after giving him K. Nut.),(Said after giving him K. Nut.)
Shopkeeper,"Thanks, come again! (Said upon leaving the shop.)",(Said upon leaving the shop.),(Said upon leaving the shop.)
Lisa,(Sorry! We'll talk later!),(Sorry! We'll talk later!),
Mogrika,(She gives the letter.),(She gives the letter.),(She gives the letter.)
Mogrika,(You receive the letter.),(You receive the letter.),(You receive the letter.)
Crew Member,Godspeed! (Said after party ranks have been seen.),(Said after party ranks have been seen.),(Said after party ranks have been seen.)
Erin,Do you have a new destination? {Y/N} (Yes = Go to W. Map),(Yes = Go to W. Map),(Yes = Go to W. Map)
Zidane,"Let's see... 'Dragon god's blessing to the stone'??? So, I'm supposed to put a stone here? Stone...? Maybe some Ore might work. (Zidane can make Aquamarines out of the Ore) They transformed!",(Zidane can make Aquamarines out of the Ore),(Zidane can make Aquamarines out of the Ore)
Four-armed Man,"You came to see me again? I guess I can't blame you, me being famous and all. Let's see... Your treasure hunter rank is... (Rank assessment again)",(Rank assessment again),(Rank assessment again)
Zidane,What is this hole? (If he inspects the bar next:) Hey! Maybe I can fit this in that hole! Let's see if this'll fit. Perfect! (The lift now goes up to the third floor.),(If he inspects the bar next:),(If he inspects the bar next:)
Zidane,What is this hole? (If he inspects the bar next:) Hey! Maybe I can fit this in that hole! Let's see if this'll fit. Perfect! (The lift now goes up to the third floor.),(The lift now goes up to the third floor.),(The lift now goes up to the third floor.)
Scholar,"Oh, really? Thank you. (Can only cue this conversation (after you've inspected the ? by the balcony.)",(Can only cue this conversation (after you've inspected the ? by the balcony.),(Can only cue this conversation (after you've inspected the ? by the balcony.)
Zidane,Sounds like something happened below. (After pushing it),(After pushing it),(After pushing it)
Unnamed Girl,"Sure, Eiko can play! (Eiko can jump rope.)",(Eiko can jump rope.),(Eiko can jump rope.)
Unnamed Girl,Come play with us again! (After missing a jump.),(After missing a jump.),(After missing a jump.)
Chesnut,Play more and raise your rank! (PS - This is a moogle),(PS - This is a moogle),(PS - This is a moogle)
Mogryo,"(Nothing new + I haven't received any mail lately, kupo.)","(Nothing new + I haven't received any mail lately, kupo.)","(Nothing new + I haven't received any mail lately, kupo.)"
Black Mage No,M-Make yourselves at home. (Party stays.),(Party stays.),(Party stays.)
Zidane,(Zidane walks away),(Zidane walks away),(Zidane walks away)
Zidane,(Allows option R3 to be used),(Allows option R3 to be used),(Allows option R3 to be used)
Zidane,(Zidane pushes on the relief; option R4 opens.),(Zidane pushes on the relief; option R4 opens.),(Zidane pushes on the relief; option R4 opens.)
Zidane,(Zidane pounds on it; Option R5 opens),(Zidane pounds on it; Option R5 opens),(Zidane pounds on it; Option R5 opens)
Zidane,(Zidane kicks the wall; R6 becomes Kick from now on; R7 opens),(Zidane kicks the wall; R6 becomes Kick from now on; R7 opens),(Zidane kicks the wall; R6 becomes Kick from now on; R7 opens)
Zidane,(The mural twists open) Whoa! What the-- (This opens a new stairway in the first room in Ipsen's Castle),(The mural twists open),(The mural twists open)
Zidane,(The mural twists open) Whoa! What the-- (This opens a new stairway in the first room in Ipsen's Castle),(This opens a new stairway in the first room in Ipsen's Castle),(This opens a new stairway in the first room in Ipsen's Castle)
Crew Member,(You can change your party.) Godspeed!,(You can change your party.),(You can change your party.)
Moguta,I want more Kupo Nuts! (Said after giving him K. Nut.),(Said after giving him K. Nut.),(Said after giving him K. Nut.)
Stiltzkin,(Nothing said.),(Nothing said.),(Nothing said.)
Dagger,(Can't speak with her; resting),(Can't speak with her; resting),(Can't speak with her; resting)
Amarant,I'm tryin' to say I'll go with you. Catch my drift? (Amarant joins the party.),(Amarant joins the party.),(Amarant joins the party.)
Moguta,I want more Kupo Nuts! (Said after giving him K. Nut.),(Said after giving him K. Nut.),(Said after giving him K. Nut.)
Kupo,"I'm so sad, kupo... (Letter you no get-y)",(Letter you no get-y),(Letter you no get-y)
