.folder,.series,.game,.group,.charName,.totalWords,who,what,why,where,when,how
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Carecalmo,20,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Cassius Olcinius,250,0,1,1,0,1,2
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Cavortius Albuttian,25,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Chaplain Ogrul,168,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Codus Callonus,65,0,1,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Conoon Chodala (Morrowind),179,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Crassius Curio,3144,9,15,1,1,11,3
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Crulius Pontanian,124,0,0,0,0,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Cunius Pelelius,683,0,3,3,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Daglin Selarar,64,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Dagoth Ur (Character),1626,3,17,0,1,1,6
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Dahleena,98,0,5,0,1,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Dandsa,118,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Danso Indules,333,0,1,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Darius (Morrowind),2084,6,15,1,2,3,2
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Daynes Redothril,374,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Delte Fyr (Morrowind),248,0,1,0,0,0,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Delyna Mandas,241,1,0,0,2,2,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Deval Beleth,100,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Din,528,1,5,1,2,0,2
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Divayth Fyr (Morrowind),2112,3,4,4,1,4,4
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Domalen,116,0,1,0,0,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Dondos Driler,816,0,1,0,0,2,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Dram Bero,815,0,7,0,0,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Dreamer,676,4,2,0,0,3,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Drerel Indaren,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Drinar Varyon,169,1,2,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Drores Arvel,221,1,3,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Drulene Falen,303,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Duke's Guard,45,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Duke Vedam Dren (Morrowind),1676,1,3,0,0,5,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Dulnea Ralaal,154,0,0,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Dutadalk,261,1,2,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Duvianus Platorius,224,0,1,0,5,0,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Edryno Arethi,1060,0,11,1,0,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Edwinna Elbert,2037,2,5,5,2,2,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Elam Andas,705,3,1,0,0,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Eleedal-Lei,350,0,2,0,0,2,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Elmussa Damori,91,0,0,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Elvil Vidron,158,2,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Emul-Ran,44,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Endase Avel,52,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Endryn Llethan,728,0,4,0,0,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Eno Hlaalu,3941,5,35,1,1,7,2
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Eraldil,261,0,1,0,0,1,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Ertius Fulbenus,203,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Erur-Dan,184,0,0,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Esar-Don Dunsamsi,33,0,0,0,0,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Ethasi Rilvayn,282,1,8,0,0,0,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Ethys Savil,134,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Eydis Fire-Eye,2047,0,6,1,4,12,2
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Falanaamo,110,0,0,1,0,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Falura Llervu,625,0,1,0,0,3,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Fara (Morrowind),30,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Faral Retheran,865,0,6,0,0,1,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Fargoth,248,1,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Fast Eddie,596,2,1,0,3,0,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Fathusa Girethi,156,0,4,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Favel Gobor,124,1,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Fedris Tharen,43,0,0,0,0,0,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Felisa Ulessen,478,0,2,0,0,0,2
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Fevyn Ralen,184,0,1,1,1,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Fieryra,54,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Fjol,145,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Fjorgeir,108,0,0,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Flacassia Fauseius,33,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Flaenia Amiulusus,74,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Foryn Gilnith,167,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Frald the White,589,0,2,0,1,2,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Frelene Acques,182,0,0,0,0,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Frizkav Brutya,44,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Gadayn Andarys,543,0,5,0,1,2,5
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Galos Mathendis,524,1,4,1,0,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Galsa Gindu,613,0,2,0,0,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Galtis Guvron,19,0,1,0,0,0,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Galuro Belan,95,0,4,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Galyn Arvel,192,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Ganciele Douar,312,0,0,1,0,0,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Garding the Bold,48,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Garisa Llethri,766,0,2,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Garothmuk gro-Muzgub,2565,0,0,0,0,0,2
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Garyn Girith,182,2,1,0,1,3,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Gashnakh gra-Mughol,27,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Gentleman Jim Stacey (Morrowind),2251,5,21,1,0,2,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Gilvas Barelo,963,0,1,0,1,0,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Gindrala Hleran,136,2,0,0,0,0,4
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Giras Indaram,143,0,0,2,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Glathel,41,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Gothren (Morrowind),384,0,2,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Grand Inquisitor (Morrowind),35,1,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Han-Ammu,2167,36,7,2,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Hanarai Assutlanipal,10,0,2,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hannat Zainsubani (Character),289,1,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hasphat Antabolis,1468,5,12,0,1,0,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hassour Zainsubani,1378,7,7,0,0,3,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hecerinde,27,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Helviane Desele,90,0,0,0,0,0,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hetman Abelmawia,37,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hetman Guls,137,3,2,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hides-His-Foot,212,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hisin Deep-Raed,410,0,0,0,0,2,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hlaren Ramoran,458,2,6,2,0,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Hlireni Indavel,597,1,1,0,0,0,2
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hlormar Wine-Sot,543,2,1,0,1,2,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hort Ledd,172,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hrisskar Flat-Foot,404,0,3,0,5,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Hul,446,2,3,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Huleeya,1539,5,3,1,1,3,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Hyna Dorn'ke,100,0,0,0,0,0,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Idrenie Nerothan,170,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Ienas Sarandas (Character),579,0,2,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Ilasour Tansumiran,75,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Ilden Mirel,81,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Ilmeni Dren,471,3,4,0,0,4,2
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Im-Kilaya,90,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Imsin the Dreamer,396,0,1,0,0,1,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Indrele Rathryon,90,0,2,2,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Iniel,49,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Itermerel,136,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Iulus Truptor,2020,2,4,1,1,15,3
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,J'Saddha,59,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,J'Zhirr,59,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Jobasha,217,0,1,0,0,1,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Jocien Ancois,39,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Jon Hawker,196,0,0,0,1,1,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Kashtes Ilabael,33,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Kaushad,1425,4,2,1,1,4,5
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Kausi,345,4,4,1,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Kaye,1935,2,3,0,1,11,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Kjeld (Morrowind),209,3,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Kund Assarnibani,43,0,2,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Lalatia Varian,3442,7,2,0,1,18,2
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Larrius Varro,1278,7,5,1,4,2,1
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Lette,126,0,0,0,1,0,0
