.folder,.series,.game,.group,.charName,.totalWords,i,me,my,you,he,she,they,them,his,hers,theirs
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Anes Hlaren,189,4,3,1,14,2,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Angoril,1314,3,0,1,15,0,0,1,4,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Anhaedra (Morrowind),62,4,0,0,2,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Arara Uvulas,342,11,5,3,16,3,0,0,0,2,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Arethan Mandas,271,12,2,11,2,1,2,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Arielle Phiencel,159,10,3,0,8,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Arius Rulician,62,0,0,0,2,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Arrille,346,3,0,0,11,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Artisa Arelas,167,1,1,0,0,3,0,0,1,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Aryni Orethi,48,2,1,0,2,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Aryon (Morrowind),2966,85,7,9,150,19,3,2,0,7,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Ashibaal,160,4,3,0,9,0,0,0,2,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Ashu-Ahhe,67,0,0,0,10,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Assaba-Bentus,247,14,4,2,10,3,0,1,0,2,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Assantus Hansar,72,6,6,0,6,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Athanden Girith,458,10,7,10,16,0,3,8,13,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Athyn Sarethi,2437,83,10,33,79,25,1,2,0,19,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Audenian Valius,204,8,3,4,6,0,0,0,5,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Aurane Frernis,97,4,1,1,7,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Bacola Closcius,319,8,0,1,5,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Baladas Demnevanni (Character),1805,60,25,12,66,2,1,5,5,2,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Balur Salvu,163,5,2,3,10,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Banor Seran,100,2,2,1,5,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Baren Alen,251,8,9,0,11,2,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Bashuk gra-Bat,91,2,4,0,5,3,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Beden Giladren,92,6,4,2,4,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Benunius Agrudilius,174,6,3,1,6,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Berel Sala,77,4,2,0,5,1,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Berwen,229,3,1,4,10,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Bethes Sarothril,184,1,0,0,16,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Beyte Fyr (Morrowind),192,1,0,0,8,4,0,0,2,3,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Big Head (Morrowind),87,1,3,0,9,1,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Big Helende,913,15,7,0,53,0,0,2,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Birer Indaram,29,1,0,1,1,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Bivale Teneran,76,3,3,1,5,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Blatta Hateria,90,3,1,2,9,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Bolrin,408,8,3,3,16,3,0,1,0,2,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Bolvyn Venim (Morrowind),423,14,6,1,20,0,0,1,1,2,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Botrir,414,12,7,13,4,0,5,1,2,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Brallion,178,3,0,1,7,1,0,0,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Braynas Hlervu,99,5,0,4,2,0,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Brerama Selas,23,2,0,0,3,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Bugdul gro-Kharbush,45,1,0,0,1,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Bulfim gra-Shugarz,147,8,7,6,11,0,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Buoyant Armiger (Morrowind),182,1,0,1,6,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Caius Cosades (Morrowind),5079,71,23,17,174,9,6,19,17,12,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Canctunian Ponius,597,16,5,9,25,4,0,0,1,2,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Carecalmo,20,1,2,0,3,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Cassius Olcinius,250,9,10,3,13,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Cavortius Albuttian,25,0,0,0,0,2,0,0,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Chaplain Ogrul,168,6,3,4,12,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Codus Callonus,65,3,0,2,6,0,0,0,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Conoon Chodala (Morrowind),179,14,0,6,9,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Crassius Curio,3144,80,31,27,166,24,1,1,5,6,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Crulius Pontanian,124,5,0,3,7,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Cunius Pelelius,683,34,18,3,37,0,0,1,2,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Daglin Selarar,64,2,2,3,0,0,1,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Dagoth Ur (Character),1626,62,15,14,79,0,0,1,7,3,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Dahleena,98,0,0,0,8,1,0,0,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Dandsa,118,5,6,1,7,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Danso Indules,333,9,1,1,14,1,0,1,1,4,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Darius (Morrowind),2084,53,17,5,92,3,1,3,4,4,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Daynes Redothril,374,13,4,1,16,3,0,0,2,4,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Delte Fyr (Morrowind),248,2,1,1,15,1,0,1,0,2,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Delyna Mandas,241,17,3,11,8,2,0,0,0,2,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Deval Beleth,100,3,5,1,6,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Din,528,22,9,7,22,0,1,3,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Divayth Fyr (Morrowind),2112,54,28,49,74,2,4,2,7,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Domalen,116,5,2,1,3,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Dondos Driler,816,14,5,1,42,0,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Dram Bero,815,46,6,20,49,2,2,2,0,3,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Dreamer,676,2,0,2,7,3,0,5,0,5,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Drerel Indaren,0,0,0,0,0,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Drinar Varyon,169,9,2,3,10,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Drores Arvel,221,1,0,0,19,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Drulene Falen,303,9,1,4,12,0,0,3,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Duke's Guard,45,2,0,0,1,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Duke Vedam Dren (Morrowind),1676,45,21,23,83,6,1,0,1,8,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Dulnea Ralaal,154,5,0,1,5,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Dutadalk,261,2,0,2,11,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Duvianus Platorius,224,14,5,1,7,0,2,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Edryno Arethi,1060,27,3,5,45,2,0,4,1,6,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Edwinna Elbert,2037,70,15,20,100,1,1,4,4,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Elam Andas,705,15,1,1,25,2,0,2,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Eleedal-Lei,350,21,4,1,17,0,4,0,5,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Elmussa Damori,91,2,1,2,3,0,0,1,1,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Elvil Vidron,158,8,4,4,6,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Emul-Ran,44,1,0,0,1,0,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Endase Avel,52,0,1,0,0,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Endryn Llethan,728,14,1,1,45,0,4,1,1,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Eno Hlaalu,3941,48,18,4,191,12,4,9,7,7,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Eraldil,261,5,1,1,3,5,1,2,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Ertius Fulbenus,203,1,0,0,2,1,1,1,0,2,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Erur-Dan,184,14,0,2,11,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Esar-Don Dunsamsi,33,0,0,0,0,0,0,2,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Ethasi Rilvayn,282,13,0,0,16,3,1,0,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Ethys Savil,134,4,0,2,4,2,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Eydis Fire-Eye,2047,36,20,3,83,1,6,2,4,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Falanaamo,110,8,0,4,2,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Falura Llervu,625,30,12,11,18,6,2,2,1,2,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Fara (Morrowind),30,0,2,0,2,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Faral Retheran,865,18,3,1,37,4,0,0,2,8,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Fargoth,248,5,1,3,12,0,0,1,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Fast Eddie,596,24,15,5,30,0,0,3,1,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Fathusa Girethi,156,11,2,0,3,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Favel Gobor,124,3,2,1,5,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Fedris Tharen,43,6,2,0,3,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Felisa Ulessen,478,14,2,1,30,0,3,0,3,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Fevyn Ralen,184,8,5,1,2,6,0,0,0,3,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Fieryra,54,2,0,0,4,0,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Fjol,145,3,1,0,6,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Fjorgeir,108,5,1,0,4,0,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Flacassia Fauseius,33,2,0,0,0,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Flaenia Amiulusus,74,4,0,0,4,1,0,0,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Foryn Gilnith,167,5,1,0,3,2,2,0,1,6,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Frald the White,589,10,2,1,20,9,0,1,2,3,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Frelene Acques,182,3,5,4,8,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Frizkav Brutya,44,0,4,1,0,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Gadayn Andarys,543,15,11,8,17,0,6,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Galos Mathendis,524,5,5,7,25,7,0,0,2,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Galsa Gindu,613,12,4,0,31,2,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Galtis Guvron,19,0,0,0,2,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Galuro Belan,95,4,3,1,5,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Galyn Arvel,192,0,0,0,8,4,0,3,1,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Ganciele Douar,312,2,0,0,4,0,0,1,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Garding the Bold,48,0,3,1,6,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Garisa Llethri,766,38,3,11,43,1,0,3,2,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Garothmuk gro-Muzgub,2565,5,0,1,11,0,0,5,6,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Garyn Girith,182,4,4,1,11,5,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Gashnakh gra-Mughol,27,1,0,0,0,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Gentleman Jim Stacey (Morrowind),2251,40,13,0,80,14,8,5,4,7,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Gilvas Barelo,963,4,1,0,18,0,1,2,1,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Gindrala Hleran,136,1,5,4,7,5,0,0,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Giras Indaram,143,10,2,1,6,0,0,0,2,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Glathel,41,1,0,0,1,2,0,0,0,1,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Gothren (Morrowind),384,21,7,3,13,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Grand Inquisitor (Morrowind),35,2,0,0,2,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Han-Ammu,2167,120,16,31,59,1,0,5,1,19,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Hanarai Assutlanipal,10,0,0,0,2,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hannat Zainsubani (Character),289,19,8,7,23,2,0,1,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hasphat Antabolis,1468,23,8,2,39,3,0,7,3,2,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hassour Zainsubani,1378,28,21,18,38,6,0,3,3,4,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hecerinde,27,3,0,0,1,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Helviane Desele,90,7,0,3,1,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hetman Abelmawia,37,2,0,0,3,0,0,1,2,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hetman Guls,137,7,0,0,8,0,0,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hides-His-Foot,212,12,5,3,11,1,0,0,0,2,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hisin Deep-Raed,410,16,9,10,11,0,2,0,0,6,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hlaren Ramoran,458,30,5,8,21,1,1,0,1,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Hlireni Indavel,597,18,6,6,29,0,0,2,3,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hlormar Wine-Sot,543,23,17,7,15,1,8,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hort Ledd,172,13,0,2,11,0,0,0,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Hrisskar Flat-Foot,404,11,6,0,22,4,0,0,1,6,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Hul,446,2,0,0,1,2,0,2,0,0,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,male,Huleeya,1539,43,8,16,26,6,0,9,8,5,0,0
../data/ElderScrolls/Morrowind/,The Elder Scrolls,The Elder Scrolls III: Morrowind,female,Hyna Dorn'ke,100,3,6,2,0,0,0,1,1,0,0,0
