id,type,label
8FCBFEA2A680D94DBF2A8A461329031C,INT,Total Desert Ruins Regions Discovered
DF47E1FFCEED3041908AE059404F030C,INT,Total Oasis Regions Discovered
CB3F849445DB9E4EB4978277B06E03EE,INT,Total Bog Regions Discovered
DB496D9824DC3C4EBAC1EBA32DB903A3,INT,Total Storm Coast Regions Discovered
019E45EC4FD7F048A56D601DF6AC0388,INT,Total Hinterlands Regions Discovered
5CB1D5F61B468940AE262CEEFADC0338,INT,Total Dales Forest Regions Discovered
718375DD4B49134DA2D3D7FBF6760396,INT,Cassandra Approval Rating
9F518E9FC5360746AD3ABE52EFFF03A3,INT,Sera Approval Rating
E5AC1794D3378543B6FEF2B84256034E,INT,Vivienne Approval Rating
D64D9EF63D969D4CB3AA3FF3F4F50306,INT,Cole Approval Rating
727667A9F3F8A74FA934EBA48236035F,INT,Ironbull Approval Rating
B373BE126C8C5740BA22D668B9750371,INT,Varric Approval Rating
8A2B7B60E8EF0F4BB607E8B5CCB6035E,INT,Blackwall Approval Rating
05F803ED761D694DAAC7798A5B6D032D,INT,Solas Approval Rating
62E2B672B3099C4E9EEBE0E6510003E7,INT,Dorian Approval Rating
0ADDDB9A9ACAF7439F9DB9DF8C0A03E9,INT,Total Bottles Found
D879401E61013E4A8F9B8A4650FC03F8,INT,Gender
718030AE7C81C242A15B764C04F003F2,INT,Class
C69506E8BBF4124497566571B7590323,INT,Race
2008714EADD5F745AD00A018D847036C,INT,Connections rank
2B5AD8B68214C644A48ECA12240603E9,INT,Forces rank
F2C96806F82BD446B8814B13C5F803AC,INT,Secrets rank
ABA840B10DF92A449C65941CC65F010F,BOOL,Cassandra is Divine
6E7CA423653F5C4B8A803DF3E5AE01BC,BOOL,Leliana is Divine (?)
7A689E68F6E34F4E9437948B00FF01C6,BOOL,Vivienne is Divine
A322094A805AC448BC2F497817FE0328,INT,Cassandra Divine points
E79A75430E46204494B34F579E8103B9,INT,Leliana Divine points
515B3DF9D50CC846874A4F4E728C038B,INT,Vivienne Divine points
E516F88206765C4CAD004B3358CD0139,INT,Leliana's personal quest done
915CC2886A76FD4B92EF6518BA53010A,INT,Leliana softened
5D98A42BA529164691C0478DA5CE025B,FLOAT,Encounter Spawner Timer
4DF791FF106DA54BABF5C442F58602B6,FLOAT,Connections Discount Amount
6824B1D524382A49B93DA7F51D2B02FC,FLOAT,Forces Discount Amount
BB53C6EF632D1342AEA9F12161D20273,FLOAT,Secrets Discount Amount
FCF288E59BB97A4D95B0AF5474C70336,INT,Current Mount in Stables
4C26DBE60C388E42B64D90BEA4FE0217,FLOAT,Forces Combat XP Bonus
A86805E96A2AA447BCF3258B543D014D,BOOL,Player Is Male
635818FBA9E9094DADEA8C189A6301D5,BOOL,Player Is Mage
6FD01163BF71374DBC977FA355D801D7,BOOL,Player Is Rogue
6420EA0C55DED1438D2F60A2DFC901A7,BOOL,Player Is Human
968985930090B64D9373658ACAE601BB,BOOL,Player Is Dwarf
FA331D7011321C489C2C7DA5515001B0,BOOL,Player Is Qunari
751AF9342608F74BB14A10DEB0FA0117,BOOL,Player Is Elf
E762C2E2-9175-1F48-A5E5-297141F401D3,BOOL,Player Is Female
ADDD881080831C43BC6E7721F6D7010C,BOOL,Player Is Warrior
CE01323A17870C4E95283D747263019A,BOOL,Leliana did not kill agent
7EE46946352EE74C9AD3C49C746601FA,BOOL,WorldState Initialized
12CC1F986F635A4CAB38DFC6CB390393,INT,Inquisition Perk Points
65DB86C6905F7F4498E40D2BFB640168,BOOL,Dorian codex entry unlocked?
C816A207AECDCE4F9190D63A77D10351,INT,Mosaic - The Fall count
618E6B526E434A4891B6E1C624DB0315,INT,Mosaic - Dragon count
E3BE8F17ABE3D445B46EEA363B6F03A0,INT,Mosaic - Invasion count
B2E175CC1A23B049A785C2E2336603F8,INT,Mosaic - Sacrifice count
AF5714FFFAEA3A41B84CCEE5374B03A1,INT,Mosaic - Vanquish count
A78819F69916534D84598DECC67A038D,INT,Quest Counter - Iron count (Used to determine if you have enough for quests. Does not alter inventory count)
C332C98A8BEF4944A8E15DFFAC5701EC,BOOL,Mosaic - Dragon piece A
4BD07FFD83156A40A4805A1054A30135,BOOL,Mosaic - Dragon piece B
7D98621691D8754F966BDC22E9A401D9,BOOL,Mosaic - Dragon piece C
2BED24F7A49AF249A00D641C116F01EC,BOOL,Mosaic - Dragon piece D
1FBC021A0AB0FA45BF27F0938D53010F,BOOL,Mosaic - Dragon piece E
27353A51A1E73146AC4B3A0D9D8E01D9,BOOL,Mosaic - Dragon piece F
53025CFE90C2814799F0322F8C2F01F1,BOOL,Mosaic - Dragon piece G
E5F4873BAC65F24BAA61D98EAA22014A,BOOL,Mosaic - Dragon piece H
F14274CC8149A74A94CE8B6A543E0107,BOOL,Mosaic - Dragon piece I
BBB70E2623472A4386F0EEF21A3B01C6,BOOL,Mosaic - Dragon piece J (This one is actually bugged, and shows as the same as I. Therefore mosaic is uncompletable. Fixed in Community Patch)
715934E022EC8F4CABD9E17BEEDB01B9,BOOL,Mosaic - Dragon piece K
AE9C60DB7B5AC7438E25CC00EFF00163,BOOL,Mosaic - Dragon piece L
CE2111D6634BF344A3CDB6B9C3F8013E,BOOL,Mosaic - Invasion piece A
FFB1B6BA21C0244B810623CFED900165,BOOL,Mosaic - Invasion piece B
01EA5F2D91C9694E96C33551124901B0,BOOL,Mosaic - Invasion piece C
7444C1C1ACB33D479BD48BA9AC510173,BOOL,Mosaic - Invasion piece D
A406C2DC2A239445AD9FAD3D794A019B,BOOL,Mosaic - Invasion piece E
FECCC5D0064729449FC910FA49BE019C,BOOL,Mosaic - Invasion piece F
73BCD26BA474574291D92E456D7F0168,BOOL,Mosaic - Invasion piece G
5BDA95B7B88FC641B56A9D2AB6AA01D8,BOOL,Mosaic - Invasion piece H
EE978C039DD8654683EADA02520E0100,BOOL,Mosaic - Invasion piece I
63936A6C3CAC2A4D8C438957AF8401BF,BOOL,Mosaic - Invasion piece J
6E9C0AEC905B934C8FB95CAAEDDA01CC,BOOL,Mosaic - Invasion piece K
D187C97B5327C34CB53F773CAC0B01DF,BOOL,Mosaic - Invasion piece L
10BE7336EB882B44808CD24487D2016A,BOOL,Mosaic - Sacrifice piece A
671116509ECE804BB66DEB5E9E0C0129,BOOL,Mosaic - Sacrifice piece B
6801F320F84D3444B4AD8B3BDF81017A,BOOL,Mosaic - Sacrifice piece C
85CFBFA64014F24B89EF328C67090156,BOOL,Mosaic - Sacrifice piece D
1B865496F998D041BCCF03737FD00103,BOOL,Mosaic - Sacrifice piece E
A7609C79230F2E45AA7976B1177C018F,BOOL,Mosaic - Sacrifice piece F
7EB6A42CF0C68C42A871B4ACBCEA01D6,BOOL,Mosaic - Sacrifice piece G
BBE03A6B1B932D42B2B063822CDF0134,BOOL,Mosaic - Sacrifice piece H
8208F615060BB34A85AE95EB78010164,BOOL,Mosaic - Sacrifice piece I
2A58EDFC7A370643AE0FF44BB0AD01EE,BOOL,Mosaic - Sacrifice piece J
1A0F5516273B91469118A043844001EE,BOOL,Mosaic - Sacrifice piece K
6FDE8B828980F74085E26D38188301D7,BOOL,Mosaic - Sacrifice piece L
3C225FABEEA2604882820C18A9EB01EC,BOOL,Mosaic - The Fall piece A
7485F346BFA59E49AA49EAFCFA510188,BOOL,Mosaic - The Fall piece B
99C7E862DE39C743A5164F11E312016B,BOOL,Mosaic - The Fall piece C
DCD7853BE5B9EC44A8015C3FEF3C01F2,BOOL,Mosaic - The Fall piece D
5E24AFCFF180A24481316013544F015F,BOOL,Mosaic - The Fall piece E
C3A1603ADCF1BA4799B0CCC7BC8801BD,BOOL,Mosaic - The Fall piece F
A848E0EB63A7F144A86EF165BA9201E7,BOOL,Mosaic - The Fall piece G
C56ABDFA60F84547A479AA252F040102,BOOL,Mosaic - The Fall piece H
75087FC29D586D46822EAF578A5E01BB,BOOL,Mosaic - The Fall piece I
C2092010A372C24284DBDDE69DD201E7,BOOL,Mosaic - The Fall piece J
B0520CF1DD803740AAE00B9F1BBF0185,BOOL,Mosaic - The Fall piece K
DBCA9099B0AAC64AB5D1657C18790164,BOOL,Mosaic - The Fall piece L
8FF7A7EA61717E4DA3D12B9555B301F8,BOOL,Mosaic - Vanquish piece A
A3EE5A8B41F1514A9F44368F698F01EE,BOOL,Mosaic - Vanquish piece B
30D304DCC16E994CBE1367D88BFD01ED,BOOL,Mosaic - Vanquish piece C
78782247A4A84E49BA550432BFB401A0,BOOL,Mosaic - Vanquish piece D
5AAA984D03B80D488526F7C78352019E,BOOL,Mosaic - Vanquish piece E
BC2A2A031F3D2B40B6CAD230AB50015E,BOOL,Mosaic - Vanquish piece F
6A45F7B7956ED440947162B78539016D,BOOL,Mosaic - Vanquish piece G
293B51D8B424F74B9370508639E601CC,BOOL,Mosaic - Vanquish piece H
DF36FFEE4A5FCD42B6F1FA31D03B01DF,BOOL,Mosaic - Vanquish piece I
DBA334F6898F4143A37528992BCA01F1,BOOL,Mosaic - Vanquish piece J
1D888BA6F84488448CC6F8AC197501A7,BOOL,Mosaic - Vanquish piece K
0249D97DAF468940B860A04FAC160183,BOOL,Mosaic - Vanquish piece L
17173867A68AE442B2E27D6B5BBC017C,BOOL,Asked about the Inquisition in pro_begin_inquisition_d
D2821480E48D6D4DBE286486088803C7,INT,dai_josephine_favors
02ECC68B594860408761EE88198703C6,INT,dai_see_state
DF1805A579075645999A1A9AEB290393,INT,dai_inquisitor_judge_type
ECD6C1F96ADE574594AD9E9D62B60339,INT,dai_wastes_state
50DA020D434C044C8B208BD311DB039E,INT,dai_cassandra_approval
F3FBFCD89A99C54CBB56CE5D19D5010E,BOOL,dai_keep_iro_recruited
5306CD2917E36E4092520059AF1D0320,INT,dai_red_state
CFE47398FE1E42439942908A190B0191,BOOL,dai_keep_ops_jenny
F52477834E071C4894EBCA0706110311,INT,dai_blackwall_approval
B0193707E1695D47AE24258AB47F01F7,BOOL,dai_keep_blk_state
02FF1C80DF3C3544978566E5350A0137,BOOL,dai_keep_fair_help
D2681BBFF425434198514C9BB22703C2,INT,dai_varric_approval
D5BC422B8889DB40BE5BCBFB5EBB01DB,BOOL,dai_keep_sol_pers
80751B51A35BF045BF80DFE7C40B016E,BOOL,dai_keep_hal_duchess
9AD54C6F3C1E1F4D9B6358A25B9201F8,BOOL,dai_keep_sam_state
E9B02BE328676C489DA925377A4A017D,BOOL,dai_keep_var_pers
488576BE2794BB46AADA70D71C6803F0,BOOL,dai_wes_keep
98839F07DF3AE04F9C3C64BA5619037E,INT,dai_blackwall_prison
005E555E6C01534185971D87755D01D9,BOOL,dai_keep_temp_pride_state
00BF46CDD0D93441A19008E177BD03C9,INT,dai_see_barris_state
0393D528D88AFA40B9A7B2BE71480109,BOOL,dai_keep_ser_state
0530080F88F5BD4C977DFC59D4150311,INT,dai_set_declaration
05504E910F480F44B4D5A37977A50360,INT,dai_cole_spirit_state
0F4FEDB65E1FAF4396F9878187A503BB,INT,dai_highlands_imshael_state
131CC25546F7EA4B8FA0034E3EBD0348,INT,dai_ada_warden_fate
1AF3D814C0F56842888E949004E501A6,BOOL,dai_keep_sol_app
1E5D7329E220444D987C550E87EB0300,INT,dai_cullen_lyrium_state
2081F91A53AC264E9F7732DAFD930387,INT,dai_cassandra_rebuild_seekers
213B2EFD5F117F4782E3347714A403BC,INT,dai_pro_player_chosen_one
226B856DE633544BAE6BA17027C903BF,INT,dai_hinterlands_cultists
22FF664B99A8C042883B7F6C7CB50104,BOOL,dai_keep_graves_fair_state
272CD69DB8E9994D8F96821D7EDC01FA,BOOL,dai_keep_inq_spec
2C7D84614F3BAD43AE60E50F3A3D01DC,BOOL,dai_keep_crest_rift
2E55C4158814F54280A25631A76C0197,BOOL,dai_keep_viv_app
2F9486AC5CCE1349B76F9C6CAF6C0114,BOOL,dai_keep_ada_fate
354927A5CD9F284A8C0760A98770039A,INT,dai_calpernia_state
39C7808106E1EE44AFAB2D1B36C1014C,BOOL,dai_keep_cal_well
39F9E9E43FAF3643AC47F38B995101CA,BOOL,dai_keep_fin_divine
3B5AD4AAD461C845902C3EAB5F6303A4,INT,dai_dorian_father
3BF582F8AF4FC34B86BF97CB6295031B,INT,dai_solas_personal_plot
3E2A531A6CAA7B428C4E080C8D6B01B1,BOOL,dai_keep_cas_app
408A4B2FF624A249ADB7060CC44F0107,BOOL,dai_keep_cas_rebuild
43375CA1D33024468EAA5B31B4CA03D4,INT,dai_sera_state
47C7F6FD57DAD64FB4FD022EE7BD0362,INT,dai_ironbull_recruited
4AFA7E2323589D4BA0C01DCF716D0184,BOOL,dai_keep_ops_done
4D145DFB74112B46B082F7FCF6BD03D1,INT,dai_dorian_approval
509B49591B338C488A5F00D0B5D801DB,BOOL,dai_keep_col_spirit
51785A98BED7EF499C7B34E3ECE903B2,INT,dai_ops_movran
571715063A50ED47AFDD95B5810401B6,BOOL,dai_keep_judge
57A6BED782CE734DB718D992682403C2,INT,dai_solas_approval
5C58DF1E58578843AD2CC8B640E603D5,INT,dai_crestwood_keep
600A2004C86A0C438E2FBE4F97E8014A,INT,dai_keep_dor_app
61033F8ED2CCC640B3D3F674E34D018E,BOOL,dai_keep_hint_cult
61EFAAA116C56B40B99AF38B6F2B0340,INT,dai_tom_well_state
62620CAEA617B0468923C5170D6D0316,INT,dai_sera_harmond_state
628BC085CB705B4C9B757CB770440371,INT,dai_samson_state
62F1DE9190015748AD8913E1A2CF01B7,BOOL,dai_keep_col_app
637798BF0849C44D80270324E4FA013D,BOOL,dai_keep_tom_well
65D558FF0DD5444DA44F4D49C1270350,INT,dai_dal_emprise_keep
67D054E1BF3E404E8E323B111F7403C7,INT,dai_hal_empress_state
684C0798878B784FACF22D34FC990321,INT,dai_ops_number_done
6AD684F95B6CE94CA9209D6C25330143,BOOL,dai_keep_blk_prison
6BB0FCEE42A2054FA6D580C9B3F901D4,BOOL,dai_keep_tom_respect
6D6B79830E7F1B4194349A96B2050346,INT,dai_cole_state
7AA7CB87C183AA4786BCAA58002F01A2,BOOL,dai_keep_viv_recruited
7C8A13C6B3DB8B4E94748712594F017D,BOOL,dai_keep_ops_movran
7FB15BE2BF27F944AE6D1C783D9501C8,BOOL,dai_keep_jos_fav
803994E932DEF640B834D98409A90178,BOOL,dai_keep_col_state
810B575AB31664409630C86BBC1A01AD,BOOL,dai_keep_blk_app
817A61CD981F9E4B9DC63C798D7B01D5,BOOL,dai_keep_crest_keep
827576FED401ED4A9DD5437EA0260130,BOOL,dai_keep_see_state
83B9CB4467A6AE41822BED3C664E0121,BOOL,dai_keep_set_declaration
845A2FEF94EECB45A948B1F74BBC019D,BOOL,dai_keep_ada_sacrifice
85F4B2F605F73A44BDBF0E0431AE0367,INT,dai_mire_state
8947E8150691DD4F8303AE6096950328,INT,dai_samson_armor
89FA16F50CBCC84F9E0D0FB38B030107,BOOL,dai_keep_hal_empress
8C35B74E08014C4E8387EDFD12960143,BOOL,dai_keep_ser_app
93B0DB6EB352E74596DAD451FE300391,INT,dai_vivienne_personal_plot
94359E885B9B034CA9976157765A01FD,BOOL,dai_keep_cas_book
94A1DC2774D9024196A8508541DE03A6,INT,dai_hal_state
9A3C8755CACEAB44BFBFDA46B55E033B,INT,dai_blackwall_state
9AA3E4735EADF647983F18F2481E0191,BOOL,dai_keep_cal_state
9ACF67F19F82874BA197731FD23C0372,INT,dai_ironbull_qun_state
9BBDA966426B78439595EE9F49A701E8,BOOL,dai_keep_imshael
9C4AC87CA6E58B4F8F6182D2F8E5012E,BOOL,dai_keep_hal_state
9F0418DFF1E8E2418CF3DBC6AB54036D,INT,dai_caplernia_well_encounter
9F9AF391012D7C47BAC2895B2C5C015C,BOOL,dai_keep_hero
A29277A17D5DCB46ADBBED74CB630136,BOOL,dai_keep_barris_state
A6766C739B900040BD1642870C4D017A,BOOL,dai_keep_emprise_keep
A8833385C6EBBE48B4ECA0EDA619035E,INT,dai_crestwood_rift_state
A933BF5A97E2F142BB01D41FE5450341,INT,dai_hal_duchess_state
B52FE782E89B524A84131D795EEA038E,INT,dai_emeraldgraves_fairbanks_helped
B5ECF21C11652149BAD4C2903A70019E,BOOL,dai_keep_ops_wed
B9A65545B6F67840BD0658AAEF38035A,INT,dai_inquisitor_specialization
BB4DF08B8134B6458BE575D2CA3C014F,BOOL,dai_keep_ops_crew
BDACD9299C1CE74C8CABD8B6BC1F0160,BOOL,dai_keep_dor_end
BDB6D4F15D6067409E0541E326E6011E,BOOL,dai_keep_red_state
BE73BF2555442F4DA794E68FC596013B,BOOL,dai_keep_viv_pers
C028B9AB1CBBE840BEB71B5A0BD70310,INT,dai_ops_jenny
C11A2F6AFC57C74BACD653C68A4F01E0,BOOL,dai_keep_inq_rom
C1BF204E1B9D2F43B2146128E10B0398,INT,dai_cole_approval
C2C689200579364C9F43F60A521B031C,INT,dai_vivienne_recruited
C39D11C3F1537946B831724EA9B603F9,INT,dai_leliana_state
C42DBCFF54ED864B806ADD5947CB0129,BOOL,dai_keep_mire_state
C703CB7FBAEB254490F3FF55310D033C,INT,dai_fin_divine
C772475D4354744CB7BCE145CACC0308,INT,dai_ironbull_approval
C7954E7D5F406A46A565A9CF724C0147,BOOL,dai_keep_pro_chosen
C7E6F7D58F778F4A8FB64FCAB67F01D6,BOOL,dai_keep_iro_qun
CBC1AFB89E77EA4587B1AF1FBB0A0339,INT,dai_vivienne_approval
CDB8233DCF33F249A41FA5258531037D,INT,dai_hinterlands_refugees_helped
D20CDEF79743D048A0405BC5D9C203A2,INT,dai_varric_personal_plot
D21C4CBAF2BCE140857842A2F8190185,BOOL,dai_keep_dor_father
D48C37EA52E9DA4A8F5E982913F90313,INT,dai_ops_wedding
D681CE034396E546A897A3CF24290398,INT,dai_dorian_end_state
D7AFCC1FADFE48498DBDC18BCBB70367,INT,dai_sera_approval
D9015BABE4316046B1079F18B269031E,INT,dai_cassandra_book
DBA0936C6A62C943BA4456DF930E01FF,BOOL,dai_keep_sam_armor
E2997A349B3876438787D626ACC3017B,BOOL,dai_keep_wastes_state
E42E5419E8C7F940A387B6B2553C0192,BOOL,dai_keep_ser_harmond
E63FCDC62C55454D87152CCD22C10120,BOOL,dai_keep_iro_app
ECFA63A537FB3E4AABE326BD9AEB01E4,BOOL,dai_keep_lel_state
EE5502A2E2CD4F49B8F2FA93EFE303D4,INT,dai_ada_fade_sacrificed
F057BEFD06559248AA59DF2DA6440164,BOOL,dai_keep_hint_ref
F5527467A5216B41A5558FC2BBE2013C,BOOL,dai_keep_cul_lyrium
F6E7F64E6A145D4298388B8FB7660377,INT,dai_tom_respect_temple
F8243170F76270419F4C5ACCCEE5014E,BOOL,dai_keep_wes_keep
F984CAE44924C74CB55F73E81FFB0123,BOOL,dai_keep_var_app
FD05212469114242AB8CB05178BA035B,INT,dai_ops_crew
FEC1E79EA27EDF41B97B8F3FD36A0369,INT,dai_temple_of_pride_state
FECE228CF51B734DA9E8B26E5F9403CB,INT,dai_inquisitor_romance
