"ID","Name"
"arl140ip_door_upstairs","Second Floor"
"arl140ip_door_village","Village"
"arl140ip_dresser_bevin","Dresser"
"arl140it_chest_key","Bevin's Key"
"arl141ar_kaitlyn_upstairs","Kaitlyn's Home - Second Floor"
"arl141ip_codex_wraith","Bookshelf"
"arl141ip_door_downstairs","Main Floor"
"arl150ar_tavern","Tavern"
"arl150cr_bella","Bella"
"arl150cr_berwick","Berwick"
"arl150cr_drunk_1","Militiaman"
"arl150cr_drunk_2","Militiaman"
"arl150cr_drunk_3","Militiaman"
"arl150cr_lloyd","Lloyd"
"arl150ip_codex_graffiti","Graffiti"
"arl150ip_door_village","Village"
"arl150ip_keg","Keg"
"arl150it_control_stone","Control Rod"
"arl150it_spy_letter","Letter"
"arl160ar_wilhelms_cottage","Wilhelm's Cottage"
"arl160ip_door_village","Village"
"arl160ip_papers_chantry","Chest"
"arl160it_circle_letter","Letter"
"arl170ar_general_store","General Store"
"arl170ip_barrels","Barrel"
"arl170ip_codex_shopping","Note"
"arl170ip_door_village","Village"
"arl170ip_dwarven_chest","Chest"
"arl170ip_ledgers","Ledgers"
"arl170ip_oil_barrel","Barrel"
"arl170it_note_of_sale","Note of Sale"
"arl180ar_generic_cottage","House"
"arl180ip_codex_aysleigh","Bookshelf"
"arl180ip_door_village","Village"
"arl190ar_windmill","Windmill"
"arl190ip_door_dungeon","Secret Passage"
"arl190ip_door_village","Village"
"arl200ar_redcliffe_castle","Redcliffe Castle"
"arl200cr_captain","Captain"
"arl200cr_cassian","Cassian"
"arl200cr_dwarf","Dwarven Soldier"
"arl200cr_golem","Golem"
"arl200cr_guard","Guard"
"arl200cr_hunter","Dalish Hunter"
"arl200cr_mage","Senior Enchanter"
"arl200cr_mage_ambient","Mage"
"arl200cr_new_knight","Knight"
"arl200cr_priest","Priest"
"arl200cr_quartermaster","Quartermaster"
"arl200cr_quart_servant","Servant"
"arl200cr_recruit","Recruit"
"arl200cr_servant","Servant"
"arl200cr_suspicious","Guard"
"arl200cr_templar","Templar"
"arl200cr_werewolf","Werewolf"
"arl200ip_armory_rack","Weapon Stand"
"arl200ip_door_cellar","Basement - Cellar"
"arl200ip_door_gate","Gate"
"arl200ip_door_main_floor","Main Floor"
"arl200ip_door_village","Village"
"arl200ip_gate_lever","Gate Lever"
"arl200ip_invis_gate_wall","Gate"
"arl200ip_to_village_map","World Map"
"arl210ar_castle_dungeon","Redcliffe Castle - Basement"
"arl210cr_invis_jowan","Jowan"
"arl210cr_jowan","Jowan"
"arl210cr_jowan_corpse","Enraged Corpse"
"arl210cr_valena","Valena"
"arl210ip_basement_chest","Chest"
"arl210ip_codex_skeleton","Note"
"arl210ip_door_courtyard","Courtyard"
"arl210ip_door_main_floor","Main Floor"
"arl210ip_door_main_floor_2","Main Floor"
"arl210ip_door_village","Windmill"
"arl210ip_jowan_door","Cell Door"
"arl210ip_sealed_passage","Sealed Passage"
"arl210ip_secret_door","Secret Door"
"arl220ar_castle_main_floor","Redcliffe Castle - Main Floor"
"arl220cr_bella_corpse","Corpse of Bella"
"arl220cr_chamberlain","Chamberlain"
"arl220cr_circle_mage","Mage"
"arl220cr_connor","Connor"
"arl220cr_guard_hall","Guard"
"arl220cr_guard_hall_2","Guard"
"arl220cr_hannah_corpse","Corpse of Hannah"
"arl220cr_irving","First Enchanter Irving"
"arl220cr_jowan_escort","Guard"
"arl220cr_kaitlyn_corpse","Corpse of Kaitlyn"
"arl220cr_lloyd_corpse","Corpse of Lloyd"
"arl220cr_mabari","Mabari"
"arl220cr_murdock_corpse","Corpse of Murdock"
"arl220cr_perth_corpse","Corpse of Perth"
"arl220cr_stealing_knight","Knight"
"arl220cr_suit_of_armor","Suit of Armor"
"arl220cr_tomas_corpse","Corpse of Tomas"
"arl220ip_armory_chest","Chest"
"arl220ip_books_1","Bookshelf"
"arl220ip_chamb_cabinet","Cabinet"
"arl220ip_codex_geog_fereld","Book"
"arl220ip_codex_hst_chantry","Book"
"arl220ip_codex_hst_orlais","Book"
"arl220ip_desk_amulet","Desk"
"arl220ip_dog_chest","Chest"
"arl220ip_door_armory","Armory"
"arl220ip_door_cellar","Basement - Cellar"
"arl220ip_door_courtyard","Courtyard"
"arl220ip_door_dungeon","Basement - Dungeon"
"arl220ip_door_main_hall","Main Hall"
"arl220ip_door_second_floor","Second Floor"
"arl220ip_door_storage","Door"
"arl220ip_trophy_statue","Statue"
"arl220it_vault_key","Redcliffe Vault Key"
"arl230ar_castle_upstairs","Redcliffe Castle - Upper Floor"
"arl230cr_demon","Desire Demon"
"arl230cr_eamon","Arl Eamon"
"arl230ip_codex_aveline","Book"
"arl230ip_codex_bks_tranq","Book"
"arl230ip_codex_blight_2","Book"
"arl230ip_codex_hst_fereld_1","Pile of Books"
"arl230ip_door_main_floor","Main Floor"
"arl230ip_door_vault","Vault"
"arl230ip_eamon_door","Door"
"arl230ip_eamon_door_2","Door"
"arl230ip_eamon_door_3","Door"
"arl230ip_noble_chest","Chest"
"arl230ip_vault_chest_1","Chest"
"arl230ip_vault_chest_2","Chest"
"arl230ip_vault_rack_1","Weapon Stand"
"arl230ip_vault_rack_2","Weapon Stand"
"arl300ar_fade","The Fade"
"arl300cr_connor_ambient1","Connor"
"arl300cr_connor_ambient2","Connor"
"arl300cr_demon","Demon"
"arl300cr_demon1","Demon"
"arl300cr_demon2","Demon"
"arl300cr_demon3","Demon"
"arl300cr_eamon","Arl Eamon"
"arl300cr_eamon_ambient","Arl Eamon"
"arl300cr_fake_connor","Connor"
"arl300ip_to_platform_1","Portal"
"arl300ip_to_platform_2","Portal"
"arl300ip_to_platform_3","Portal"
"arl300ip_to_platform_4","Portal"
"arl300ip_to_platform_5","Portal"
"armored_ogre","Armored Ogre"
"armored_ogre_boss","Armored Ogre Alpha"
"ash_wraith","Ash Wraith"
"ash_wraith_a","Ash Wraith"
"bandit_human_archer","Bandit"
"bandit_human_daggers","Bandit"
"bandit_human_heavy","Bandit"
"bandit_human_leader_1","Bandit"
"bdc100ar_commons","Orzammar Commons"
"bdc100cr_ademaro","Ademaro"
"bdc100cr_amb_f_1","Commoner"
"bdc100cr_amb_f_2","Commoner"
"bdc100cr_amb_f_3","Commoner"
"bdc100cr_amb_f_4","Merchant"
"bdc100cr_amb_m_1","Commoner"
"bdc100cr_amb_m_2","Merchant"
"bdc100cr_amb_m_3","Commoner"
"bdc100cr_amb_m_4","Commoner"
"bdc100cr_caravan_merch","Merchant"
"bdc100cr_gateguard","Proving Guard"
"bdc100cr_guard_1","Commons Guard"
"bdc100cr_guard_2","Commons Guard"
"bdc100cr_guard_3","Commons Guard"
"bdc100cr_kasch","Kasch"
"bdc100cr_olinda","Olinda"
"bdc100cr_unna","Unna"
"bdc100ip_commons_door","Metal Door"
"bdc100ip_to_berahts_shop","Beraht's Shop"
"bdc100ip_to_proving","Proving Grounds"
"bdc100ip_to_slums","Dust Town"
"bdc100ip_to_tapsters_tavern","Tapster's Tavern"
"bdc110ar_berahts_shop","Beraht's Shop"
"bdc110cr_jarvia","Jarvia"
"bdc110cr_shopkeep","Shopkeeper"
"bdc110im_drug","Drug"
"bdc110im_proving_pass","Proving Pass"
"bdc110ip_shelf","Shelf"
"bdc110ip_to_berahts_hideout","Beraht's Hideout"
"bdc110ip_to_commons","Commons"
"bdc120ar_berahts_hideout","Beraht's Hideout"
"bdc120cr_beraht_thug_1","Thug"
"bdc120cr_beraht_thug_2","Thug"
"bdc120cr_guard","Guard"
"bdc120cr_thug","Thug"
"bdc120cr_thug1","Thug"
"bdc120cr_thug2","Thug"
"bdc120cr_thug3","Thug"
"bdc120im_cell_key","Cell Key"
"bdc120im_lock_pick","Splintered Key"
"bdc120ip_beraht_door","Door"
"bdc120ip_cell_door","Cell Door"
"bdc120ip_cell_door_leske","Cell Door"
"bdc120ip_crate_healing","Crate"
"bdc120ip_locked_exit","Door"
"bdc120ip_player_equip_chest","Confiscated Belongings"
"bdc120ip_prison_exit","Door"
"bdc120ip_rubble","Rubble"
"bdc120ip_to_berahts_shop","Beraht's Shop"
"bdc120ip_weapon_chest","Chest"
"bdc130ar_tapsters_tavern","Tapster's Tavern"
"bdc130cr_amb_f_1","Tapster's Patron"
"bdc130cr_amb_f_2","Tapster's Patron"
"bdc130cr_amb_m_1","Patron"
"bdc130cr_amb_m_2","Patron"
"bdc130cr_amb_m_3","Patron"
"bdc130cr_amb_m_4","Patron"
"bdc130cr_amb_m_5","Patron"
"bdc130cr_bartender","Bartender"
"bdc130cr_oskias","Oskias"
"bdc130im_lyrium_ore","Lyrium Nugget"
"bdc130ip_to_commons","Commons"
"bdc140ar_proving","Orzammar Proving Grounds"
"bdc140cr_adalbo","Adalbo"
"bdc140cr_amb_f_1","Spectator"
"bdc140cr_amb_f_2","Spectator"
"bdc140cr_amb_f_3","Spectator"
"bdc140cr_amb_m_1","Spectator"
"bdc140cr_amb_m_2","Spectator"
"bdc140cr_amb_m_3","Spectator"
"bdc140cr_duncan","Duncan"
"bdc140cr_everd","Everd"
"bdc140cr_fightfan","Proving Fan"
"bdc140cr_lenka","Lenka"
"bdc140cr_mainar","Mainar"
"bdc140cr_proving_guard","Proving Guard"
"bdc140cr_proving_master","Proving Master"
"bdc140im_dagger","Dagger"
"bdc140im_dwarfmace","Dwarven Mace"
"bdc140im_everd_armor","Everd's Armor"
"bdc140im_everd_axe","Everd's Axe"
"bdc140im_everd_boots","Everd's Boots"
"bdc140im_everd_gloves","Everd's Gloves"
"bdc140im_everd_helm","Everd's Helm"
"bdc140im_everd_mace","Everd's Mace"
"bdc140im_everd_shield","Everd's Shield"
"bdc140im_everd_sword","Everd's Sword"
"bdc140im_fight_schedule","Fight Schedule"
"bdc140im_longsword","Dwarven Longsword"
"bdc140ip_basin","Mainar's Water Basin"
"bdc140ip_cod_religion","Carving"
"bdc140ip_everds_chest","Everd's Armor Chest"
"bdc140ip_mainar_door","Door"
"bdc140ip_to_commons","Orzammar Commons"
"bdc140ip_to_fighters","Fighter's Quarters"
"bdc140ip_to_lobby","Proving Lobby"
"bdc200ar_slums","Dust Town"
"bdc200cr_amb_f_1","Beggar"
"bdc200cr_amb_f_2","Beggar"
"bdc200cr_amb_f_3","Beggar"
"bdc200cr_amb_f_4","Beggar"
"bdc200cr_amb_m_1","Beggar"
"bdc200cr_amb_m_2","Beggar"
"bdc200cr_amb_m_3","Beggar"
"bdc200cr_amb_m_4","Beggar"
"bdc200cr_goilinar","Goilinar"
"bdc200cr_leske","Leske"
"bdc200cr_slum_guard","Guard"
"bdc200ip_to_commons","Commons"
"bdc200ip_to_players_home","Home"
"bdc210ar_players_home","Home"
"bdc210cr_beraht","Beraht"
"bdc210cr_mother","Kalah"
"bdc210cr_rica","Rica"
"bdc210im_wine_mother","Wine"
"bdc210ip_player_chest","Chest"
"bdc210ip_to_slums","Dust Town"
"bdn100ar_nobles_quarter","Diamond Quarter"
"bdn100cr_amb_f_1","Dwarven Noble"
"bdn100cr_amb_f_2","Dwarven Noble"
"bdn100cr_amb_f_3","Dwarven Noble"
"bdn100cr_amb_m_1","Dwarven Noble"
"bdn100cr_amb_m_2","Dwarven Noble"
"bdn100cr_amb_m_3","Dwarven Noble"
"bdn100cr_armor_merchant","Armor Merchant"
"bdn100cr_bhelen","Prince Bhelen Aeducan"
"bdn100cr_chatting_female","Noble Woman"
"bdn100cr_chatting_male","Noble Man"
"bdn100cr_guard","Orzammar Guard"
"bdn100cr_magic_merchant","Magic Merchant"
"bdn100cr_mardy","Mardy"
"bdn100cr_merchant1","Merchant"
"bdn100cr_merchant2","Merchant"
"bdn100cr_merchant3","Merchant"
"bdn100cr_merchant4","Merchant"
"bdn100cr_merchant5","Merchant"
"bdn100cr_merchant6","Merchant"
"bdn100cr_provingguard","Royal Escort"
"bdn100cr_scholar","Scholar Gertek"
"bdn100cr_servant","Servant"
"bdn100cr_silk_merchant","Silk Merchant"
"bdn100cr_teli","Teli"
"bdn100cr_trian","Prince Trian Aeducan"
"bdn100cr_vollney","Bruntin Vollney"
"bdn100cr_weapon_merchant","Weapon Merchant"
"bdn100im_scholar_book","A History of Aeducan: Paragon, King, Peacemaker"
"bdn100ip_static_anvil","Anvil"
"bdn100ip_static_furs","Fur Pile"
"bdn100ip_static_goblet","Goblet"
"bdn100ip_static_jar1","Jar"
"bdn100ip_static_jar2","Jar"
"bdn100ip_static_jar3","Jar"
"bdn100ip_static_mug_pewter","Mug"
"bdn100ip_static_scrolls","Scrolls"
"bdn100ip_static_winebarrel","Wine Barrel"
"bdn100ip_to_royal_palace","Royal Palace"
"bdn100ip_to_royal_palace2","Royal Palace (Estate Entrance)"
"bdn110ar_proving","Orzammar Proving Grounds"
"bdn110cr_adal_helmi","Adal Helmi"
"bdn110cr_aller_bemot","Aller Bemot"
"bdn110cr_blackstone","Ser Blackstone"
"bdn110cr_fight_fan","Fight Fan"
"bdn110cr_frandlin_ivo","Frandlin Ivo"
"bdn110cr_lesser_noble","Lesser Noble"
"bdn110cr_mandar_dace","Mandar Dace"
"bdn110cr_proving_master","Proving Master"
"bdn110cr_proving_trainer","Proving Trainer"
"bdn120ar_royal_palace","Orzammar Royal Palace"
"bdn120cr_amb_f_1","Noble"
"bdn120cr_amb_f_2","Noble"
"bdn120cr_amb_f_3","Noble"
"bdn120cr_amb_m_1","Noble"
"bdn120cr_amb_m_2","Noble"
"bdn120cr_amb_m_3","Noble"
"bdn120cr_bemot","Lord Bemot"
"bdn120cr_cook","Cook"
"bdn120cr_duncan","Duncan"
"bdn120cr_gorim","Gorim"
"bdn120cr_grey_warden_1","Grey Warden"
"bdn120cr_grey_warden_2","Grey Warden"
"bdn120cr_grey_warden_3","Grey Warden"
"bdn120cr_guard","Royal Guard"
"bdn120cr_guard_patroller","Royal Guard"
"bdn120cr_harrowmont","Lord Harrowmont"
"bdn120cr_helmi","Lady Helmi"
"bdn120cr_kingendrin","King Endrin Aeducan"
"bdn120cr_meino","Lord Meino"
"bdn120cr_rica","Mistress"
"bdn120cr_ronus_dace","Lord Ronus Dace"
"bdn120cr_servant_f_1","Servant"
"bdn120cr_servant_f_2","Servant"
"bdn120cr_servant_f_3","Servant"
"bdn120cr_servant_m_1","Servant"
"bdn120cr_servant_m_2","Servant"
"bdn120cr_servant_m_3","Servant"
"bdn120im_credit_note","Note of Credit"
"bdn120ip_bhelen_armoire","Armoire"
"bdn120ip_bust_1","Bust of King Endrin"
"bdn120ip_carving_1","Wall Carving"
"bdn120ip_carving_2","Wall Carving"
"bdn120ip_cod_hist_1","Book"
"bdn120ip_cod_hist_2","Book"
"bdn120ip_crystal_1","Crystal"
"bdn120ip_door_bhelen","Bhelen's Room"
"bdn120ip_door_king","Father's Room"
"bdn120ip_door_pc","Your Room"
"bdn120ip_door_throne_room","Throne Room"
"bdn120ip_door_trian","Trian's Room"
"bdn120ip_painting_1","Painting"
"bdn120ip_painting_2","Painting"
"bdn120ip_pc_armoire","Armoire"
"bdn120ip_pc_chest","Chest"
"bdn120ip_pc_vanity","Vanity"
"bdn120ip_pc_weapon_rack","Weapon Rack"
"bdn120ip_pileofbooks","Pile of Books"
"bdn120ip_ricaletter","Letter"
"bdn120ip_side_door","Door"
"bdn120ip_to_nobles_quarter","Diamond Quarter"
"bdn120ip_trianjournal","Trian's Journal"
"bdn200ar_campfire","Campfire"
"bdn200ar_ruined_taig","Ruined Thaig"
"bdn200cr_dead_genlock","Dead Genlock"
"bdn200cr_frandlin_scout","Frandlin Ivo"
"bdn200cr_guard_meino","Deep Roads Lieutenant"
"bdn200cr_merc_ballista","Mercenary"
"bdn200cr_merc_captain","Mercenary Captain"
"bdn200cr_merc_melee_1","Mercenary"
"bdn200cr_merc_melee_2","Mercenary"
"bdn200cr_merc_ranged_1","Mercenary"
"bdn200cr_scout","Scout"
"bdn200cr_trian_guard_1","Royal Guard"
"bdn200cr_trian_guard_2","Royal Guard"
"bdn200im_ballista_bolt","Ballista Bolt"
"bdn200im_shield","Aeducan Shield"
"bdn200im_trian_ring","Aeducan Signet Ring"
"bdn200ip_ballista","Battered Ballista"
"bdn200ip_ballista_barrel","Barrel of Ballista Bolts"
"bdn200ip_rock_door","Cracked Cave Wall"
"bdn200ip_to_thaig_chamber","Thaig Chamber"
"bdn210ar_thaig_chamber","Thaig Chamber"
"bdn210ip_bbolt_chest","Chest"
"bdn210ip_floor_pad_1","Floor Tile"
"bdn210ip_floor_pad_2","Floor Tile"
"bdn210ip_floor_pad_3","Floor Tile"
"bdn210ip_floor_pad_fake","Floor Tile"
"bdn210ip_floor_trap_door","Sarcophagus"
"bdn210ip_to_ruined_thaig","Ruined Thaig"
"bdn300ar_orzammar_prison","Orzammar Prison"
"bdn300cr_prison_guard","Guard"
"bdn300im_prison_clothes","Tattered Prison Clothes"
"bdn300ip_prison_door","Cell Door"
"bdn400ar_deep_road_outskirt","Deep Roads Outskirts"
"bdn400cr_dead_dwarf","Dead Dwarf"
"bdn400cr_dead_dwarf_2","Dead Dwarf"
"bdn400cr_dead_dwarf_3","Dead Dwarf"
"bdn400cr_outskirts_guard","Guard"
"bdn400cr_prison_guard","Guard"
"bdn400ip_chest1","Chest"
"bdn400ip_corpse1","Corpse"
"bdn400ip_outskirts_door","Deep Road Outskirts"
"bdnip_door_breakable","Door"
"bdnip_door_dbl_unselect","Door"
"bdnip_door_unbreakable","Door"
"bdnip_door_unselectable","Door"
"bear_beareskan_a","Bereskarn"
"bear_black","Black Bear"
"bear_great","Great Bear"
"bec000ip_captainlocker","Iron Footlocker"
"bec000ip_footlocker","Footlocker"
"bec000ip_trophyroomchest","Ornate Chest"
"bec000ip_wall","Wall"
"bec100ar_elven_alienage","Elven Alienage"
"bec100cr_alarith","Alarith"
"bec100cr_ambient_f_1","Elf Woman"
"bec100cr_ambient_f_2","Elf Woman"
"bec100cr_ambient_f_3","Elf Woman"
"bec100cr_ambient_m_1","Elf Man"
"bec100cr_ambient_m_2","Elf Man"
"bec100cr_ambient_m_3","Elf Man"
"bec100cr_beggar","Beggar"
"bec100cr_city_guard","Guard"
"bec100cr_dilwyn","Dilwyn"
"bec100cr_duncan","Duncan"
"bec100cr_elf_boy","Elf Boy"
"bec100cr_elf_bridesmaid1","Elf Bridesmaid"
"bec100cr_elf_bridesmaid2","Elf Bridesmaid"
"bec100cr_elf_child","Elf Child"
"bec100cr_elf_commoner_f","Elf Woman"
"bec100cr_elf_drunken1","Drunken Elf"
"bec100cr_elf_drunken2","Drunken Elf"
"bec100cr_elf_drunken3","Drunken Elf"
"bec100cr_elf_girl","Elf Girl"
"bec100cr_elf_laborer","Elf Laborer"
"bec100cr_elf_servant","Elf Servant"
"bec100cr_elva","Elva"
"bec100cr_gethon","Gethon"
"bec100cr_guard_captain","Captain of the Guard"
"bec100cr_henchlord1","Lord Jonaley"
"bec100cr_henchlord2","Lord Braden"
"bec100cr_homeless_daughter","Nessa"
"bec100cr_homeless_elf_man","Nessa's Father"
"bec100cr_homeless_elf_woman","Nessa's Mother"
"bec100cr_mother_boann","Mother Boann"
"bec100cr_nelaros","Nelaros"
"bec100cr_nesiara","Nesiara"
"bec100cr_soldier","Soldier"
"bec100cr_soris","Soris"
"bec100cr_taeodor","Taeodor"
"bec100cr_valendrian","Valendrian"
"bec100cr_valora","Valora"
"bec100cr_vaughan","Vaughan"
"bec100cr_vaughn_guard1","Palace Guard"
"bec100cr_vaughn_guard2","Palace Guard"
"bec100cr_vaughn_guard3","Palace Guard"
"bec100cr_vaughn_guard4","Palace Guard"
"bec100cr_vaughn_guard5","Palace Guard"
"bec100cr_vaughn_guard6","Palace Guard"
"bec100cr_vaughn_guard7","Palace Guard"
"bec100cr_vaughn_guard8","Palace Guard"
"bec100im_duncan_crossbow","Crossbow"
"bec100im_duncan_longsword","Borrowed Longsword"
"bec100im_soris_wedding","Soris's Wedding Attire"
"bec100ip_alienage_tree","Alienage Tree"
"bec100ip_dummydoor","Door"
"bec100ip_homeless_cart","Cart"
"bec100ip_to_alariths_store","Alarith's Store"
"bec100ip_to_estate_ext","Arl of Denerim's Estate"
"bec100ip_to_players_house","Home"
"bec110ar_players_house","Home"
"bec110cr_father","Cyrion"
"bec110cr_shianni","Shianni"
"bec110im_wedding_f","Wedding Clothes"
"bec110im_wedding_m","Wedding Clothes"
"bec110ip_pc_possessions","Footlocker"
"bec110ip_to_alienage","Alienage"
"bec120ar_alariths_store","Alarith's Store"
"bec120ip_cod_culture","Books"
"bec120ip_to_alienage","Alienage"
"bec200ar_estate_ext","Arl of Denerim's Estate"
"bec200cr_guard","Guard"
"bec200ip_door_fer_dbl","Door"
"bec200ip_to_estate_int","Arl's Palace"
"bec210ar_estate_int","Arl of Denerim's Estate"
"bec210cr_arls_bodyguard","Bodyguard"
"bec210cr_barracks_guard1","Off-Duty Guard"
"bec210cr_barracks_guard2","Off-Duty Guard"
"bec210cr_barracks_guard3","Off-Duty Guard"
"bec210cr_captured_woman","Elf Woman"
"bec210cr_cook","Cook"
"bec210cr_cooks_assistant","Adwen"
"bec210cr_dog_trainer1","Dog Trainer"
"bec210cr_dog_trainer2","Dog Trainer"
"bec210cr_elf_servantf","Elf Servant"
"bec210cr_elf_servantm","Elf Servant"
"bec210cr_gambling_guard1","Off-Duty Guard"
"bec210cr_gambling_guard2","Off-Duty Guard"
"bec210cr_gambling_guard3","Off-Duty Guard"
"bec210cr_gate_guard1","Guard"
"bec210cr_gate_guard2","Guard"
"bec210cr_guard_archer","Guard"
"bec210cr_mabari1","Mabari"
"bec210cr_mabari2","Mabari"
"bec210cr_palace_captain","Guard Captain"
"bec210cr_palace_guard1","Guard"
"bec210cr_palace_guard2","Guard"
"bec210cr_palace_guard3","Guard"
"bec210cr_palace_guard4","Guard"
"bec210cr_patroling_guard","Guard"
"bec210cr_patrol_barracks","Guard"
"bec210cr_sleeping_guard","Guard"
"bec210im_brandy","Brandy"
"bec210im_cleanser","Cleanser"
"bec210im_drinks","Brandy"
"bec210im_rat_poison","Rat Poison"
"bec210ip_archery_target","Archery Target"
"bec210ip_arl_bedroom_door","Door"
"bec210ip_armour_stand","Armor Stand"
"bec210ip_brandy_chest","Wine Rack"
"bec210ip_cage_dog","Kennel"
"bec210ip_cleaning_barrel","Barrel"
"bec210ip_cod_hist_1","Books"
"bec210ip_cod_hist_2","Book"
"bec210ip_dining_room","Door"
"bec210ip_door_fer_dbl","Door"
"bec210ip_female_pc_door","Door"
"bec210ip_footlocker_medium","Footlocker"
"bec210ip_jar","Jar"
"bec210ip_jar2","Jar"
